property-id,locality_name,postal_code,price,type_prop,subtype_prop,type_sale,room_count,living_area,kitchen,furnished,open_fire,terrace,garden,surface_of_good,facade_count,swimming_pool,state_building
20669394,Liège,4430,275000,HOUSE,TOWN_HOUSE,FOR_SALE,2,198,SEMI_EQUIPPED,False,False,,,179,3,False,TO_BE_DONE_UP
20658469,Antwerp,2100,349900,HOUSE,TOWN_HOUSE,FOR_SALE,4,186,INSTALLED,,False,,24,110,2,,GOOD
20665792,Brussels,1083,595000,HOUSE,TOWN_HOUSE,FOR_SALE,3,186,INSTALLED,,False,10,120,261,3,False,GOOD
20661442,Kortrijk,8530,245000,HOUSE,TOWN_HOUSE,FOR_SALE,4,169,INSTALLED,,False,10,,58,3,,GOOD
20662913,Brussels,1050,985000,HOUSE,TOWN_HOUSE,FOR_SALE,4,270,INSTALLED,,False,,52,140,2,False,GOOD
20650760,Mechelen,2500,350000,HOUSE,TOWN_HOUSE,FOR_SALE,3,183,INSTALLED,,False,10,278,370,2,,GOOD
20486198,Liège,4100,289000,HOUSE,TOWN_HOUSE,FOR_SALE,3,189,INSTALLED,,True,45,125,315,3,False,AS_NEW
20669493,Antwerp,2610,399000,HOUSE,TOWN_HOUSE,FOR_SALE,4,186,SEMI_EQUIPPED,,False,,,160,2,,GOOD
20669430,Brussels,1060,545000,APARTMENT,TRIPLEX,FOR_SALE,4,122,HYPER_EQUIPPED,False,False,6,,,2,False,GOOD
20665803,Huy,4540,369000,HOUSE,VILLA,FOR_SALE,3,193,INSTALLED,,False,43,1130,1241,4,,GOOD
20668627,Nivelles,1301,1145000,HOUSE,VILLA,FOR_SALE,5,400,HYPER_EQUIPPED,True,True,20,1960,2120,4,False,GOOD
20662868,Oostend,8420,1395000,HOUSE,VILLA,FOR_SALE,5,243,INSTALLED,False,False,,,847,,,GOOD
20665850,Oostend,8420,795000,HOUSE,VILLA,FOR_SALE,3,197,,False,False,,,1003,,,GOOD
20661215,Antwerp,2650,895000,HOUSE,VILLA,FOR_SALE,4,230,SEMI_EQUIPPED,,False,24,,710,4,,TO_BE_DONE_UP
20661775,Namur,5310,249000,HOUSE,VILLA,FOR_SALE,4,120,NOT_INSTALLED,False,False,,400,490,4,False,TO_RENOVATE
20669515,Charleroi,6240,399000,HOUSE,VILLA,FOR_SALE,3,,INSTALLED,,False,1,1,524,4,False,AS_NEW
20662862,Aalst,9450,599000,HOUSE,VILLA,FOR_SALE,4,270,INSTALLED,False,False,40,,4591,4,False,TO_BE_DONE_UP
20669643,Aalst,9450,599000,HOUSE,VILLA,FOR_SALE,4,270,INSTALLED,False,False,40,,4591,4,False,TO_BE_DONE_UP
20669321,Gent,9070,695000,HOUSE,VILLA,FOR_SALE,3,210,,False,False,,,1693,,,GOOD
20669188,Hasselt,3550,620000,HOUSE,VILLA,FOR_SALE,5,310,HYPER_EQUIPPED,,False,,,600,4,,
20669193,Kortrijk,8510,798000,HOUSE,VILLA,FOR_SALE,3,200,HYPER_EQUIPPED,,False,,,745,4,False,AS_NEW
20669529,Namur,5081,449000,HOUSE,VILLA,FOR_SALE,4,306,INSTALLED,,False,1,1,801,4,False,AS_NEW
20652756,Mechelen,2800,1650000,HOUSE,VILLA,FOR_SALE,4,412,INSTALLED,,True,25,550,1303,4,,JUST_RENOVATED
20668992,Mechelen,2800,1720000,HOUSE,VILLA,FOR_SALE,4,763,INSTALLED,,False,,,3470,4,,AS_NEW
20665423,Kortrijk,8560,750000,HOUSE,VILLA,FOR_SALE,0,473,,,False,80,400,880,,,GOOD
20669298,Charleroi,6230,380000,HOUSE,VILLA,FOR_SALE,4,118,,False,False,,1060,1372,4,False,
20669195,Oudenaarde,9600,339000,HOUSE,VILLA,FOR_SALE,3,200,SEMI_EQUIPPED,,False,,,3090,4,False,TO_RENOVATE
20588969,Antwerp,2970,989000,HOUSE,VILLA,FOR_SALE,3,287,,,False,,,1410,,,GOOD
20669490,,08380,273000,HOUSE,VILLA,FOR_SALE,5,318,INSTALLED,,True,1,1,823,4,False,AS_NEW
20667792,Gent,9051,1135000,HOUSE,VILLA,FOR_SALE,3,218,HYPER_EQUIPPED,,False,,2122,2122,,True,GOOD
20656660,Halle-Vilvoorde,1750,890000,HOUSE,VILLA,FOR_SALE,5,249,INSTALLED,,False,36,1480,1937,4,,GOOD
20669497,Soignies,7060,249000,HOUSE,VILLA,FOR_SALE,3,180,,False,False,,,580,4,False,
20665204,Charleroi,6280,299000,HOUSE,VILLA,FOR_SALE,3,95,INSTALLED,,True,15,250,570,4,,AS_NEW
20668626,Nivelles,1300,1145000,HOUSE,VILLA,FOR_SALE,5,400,HYPER_EQUIPPED,True,True,20,1960,2120,4,False,GOOD
20663057,Mechelen,2830,849000,HOUSE,VILLA,FOR_SALE,3,252,,,False,,390,723,4,True,AS_NEW
20657511,Antwerp,2980,475000,HOUSE,VILLA,FOR_SALE,5,185,SEMI_EQUIPPED,,True,40,1719,1955,4,,TO_RENOVATE
