property-id,locality_name,postal_code,price,type_prop,subtype_prop,type_sale,room_count,living_area,kitchen,furnished,open_fire,terrace,garden,surface_of_good,facade_count,swimming_pool,state_building
20663138,Brussels,1070,549000,HOUSE,APARTMENT_BLOCK,FOR_SALE,5,320,,False,False,1,37,37,2,False,GOOD
20663161,Antwerp,2060,345000,HOUSE,APARTMENT_BLOCK,FOR_SALE,4,120,USA_SEMI_EQUIPPED,,False,,,43,3,,TO_BE_DONE_UP
20669431,Brussels,1020,545000,HOUSE,APARTMENT_BLOCK,FOR_SALE,9,265,NOT_INSTALLED,,False,11,70,180,2,False,TO_RENOVATE
20663327,Gent,9000,595000,HOUSE,APARTMENT_BLOCK,FOR_SALE,4,150,INSTALLED,False,False,,,44,2,False,TO_BE_DONE_UP
20657708,Antwerp,2660,1199000,HOUSE,APARTMENT_BLOCK,FOR_SALE,14,78,,,False,,60,408,3,,TO_RENOVATE
20573829,Brussels,1050,2150000,HOUSE,APARTMENT_BLOCK,FOR_SALE,10,595,HYPER_EQUIPPED,,False,29,26,215,2,,JUST_RENOVATED
20666264,Brussels,1020,665000,HOUSE,APARTMENT_BLOCK,FOR_SALE,6,300,INSTALLED,False,False,30,75,200,2,False,TO_BE_DONE_UP
20669261,Liège,4000,229000,HOUSE,APARTMENT_BLOCK,FOR_SALE,4,130,SEMI_EQUIPPED,False,False,,,80,2,False,GOOD
20661658,Liège,4000,195000,HOUSE,APARTMENT_BLOCK,FOR_SALE,3,122,INSTALLED,False,False,25,,90,2,False,TO_BE_DONE_UP
20666822,Liège,4000,219000,HOUSE,APARTMENT_BLOCK,FOR_SALE,5,172,SEMI_EQUIPPED,False,False,17,60,194,2,False,TO_BE_DONE_UP
20669261,Liège,4000,229000,HOUSE,APARTMENT_BLOCK,FOR_SALE,4,130,SEMI_EQUIPPED,False,False,,,80,2,False,GOOD
20661168,Mechelen,2500,820000,HOUSE,APARTMENT_BLOCK,FOR_SALE,5,246,SEMI_EQUIPPED,,False,12,12,423,3,,TO_RENOVATE
20662223,Brussels,1060,1450000,HOUSE,APARTMENT_BLOCK,FOR_SALE,9,370,SEMI_EQUIPPED,False,False,15,30,183,2,False,GOOD
20663139,Brussels,1210,565000,HOUSE,APARTMENT_BLOCK,FOR_SALE,8,350,,False,False,,30,30,3,False,TO_BE_DONE_UP
20663133,Brussels,1030,565000,HOUSE,APARTMENT_BLOCK,FOR_SALE,8,350,,False,False,,30,30,3,False,TO_BE_DONE_UP
20669423,Brussels,1030,625000,HOUSE,APARTMENT_BLOCK,FOR_SALE,5,387,HYPER_EQUIPPED,,False,35,,0,2,False,AS_NEW
20663158,Brussels,1180,1490000,HOUSE,APARTMENT_BLOCK,FOR_SALE,6,450,,False,False,,35,153,3,False,GOOD
20669417,Aalst,9300,295000,APARTMENT,APARTMENT,FOR_SALE,3,85,HYPER_EQUIPPED,False,False,3,,,3,,AS_NEW
20641135,Brussels,1070,199000,APARTMENT,APARTMENT,FOR_SALE,2,85,SEMI_EQUIPPED,,False,,,,4,,GOOD
20669300,Brussels,1070,289000,APARTMENT,APARTMENT,FOR_SALE,3,,HYPER_EQUIPPED,,False,,,,,False,GOOD
20669669,Thuin,6150,130000,APARTMENT,APARTMENT,FOR_SALE,1,66,INSTALLED,False,False,,,,2,False,GOOD
20669392,Antwerp,2100,249500,APARTMENT,APARTMENT,FOR_SALE,1,59,SEMI_EQUIPPED,,False,8,,,2,,AS_NEW
20669208,Antwerp,2060,237000,APARTMENT,APARTMENT,FOR_SALE,2,64,,,False,,,,,,GOOD
20669194,Kortrijk,8580,335000,APARTMENT,APARTMENT,FOR_SALE,3,181,NOT_INSTALLED,,False,,,,3,False,AS_NEW
20609078,Brussels,1000,640000,APARTMENT,APARTMENT,FOR_SALE,3,152,SEMI_EQUIPPED,,False,5,,,3,,GOOD
20669271,Brussels,1000,1100000,APARTMENT,APARTMENT,FOR_SALE,3,251,INSTALLED,,False,18,,,3,False,GOOD
20669449,Mechelen,2570,320000,APARTMENT,APARTMENT,FOR_SALE,2,103,INSTALLED,,False,,,,2,,GOOD
20669350,Brussels,1140,215000,APARTMENT,APARTMENT,FOR_SALE,1,67,NOT_INSTALLED,False,False,3,,,3,False,AS_NEW
20669664,Brussels,1140,325000,APARTMENT,APARTMENT,FOR_SALE,3,112,NOT_INSTALLED,,False,8,,,2,False,TO_RENOVATE
20669483,Brussels,1190,435000,APARTMENT,APARTMENT,FOR_SALE,2,91,INSTALLED,,False,3,,,2,False,TO_BE_DONE_UP
20669784,Brussels,1190,215000,APARTMENT,APARTMENT,FOR_SALE,1,67,SEMI_EQUIPPED,,False,7,,,2,,TO_BE_DONE_UP
20669624,Gent,9000,210000,APARTMENT,APARTMENT,FOR_SALE,1,21,INSTALLED,,False,,,,2,,AS_NEW
20669626,Gent,9000,205000,APARTMENT,APARTMENT,FOR_SALE,1,22,INSTALLED,,False,,,,2,,AS_NEW
20669627,Gent,9000,160000,APARTMENT,APARTMENT,FOR_SALE,1,15,INSTALLED,,False,,,,2,,AS_NEW
20669628,Gent,9000,205000,APARTMENT,APARTMENT,FOR_SALE,1,20,INSTALLED,,False,,,,2,,AS_NEW
20669629,Gent,9000,200000,APARTMENT,APARTMENT,FOR_SALE,1,21,INSTALLED,,False,,,,2,,AS_NEW
20669630,Gent,9000,200000,APARTMENT,APARTMENT,FOR_SALE,1,17,INSTALLED,,False,,,,2,,AS_NEW
20669631,Gent,9000,175000,APARTMENT,APARTMENT,FOR_SALE,1,18,INSTALLED,,False,,,,2,,AS_NEW
20669632,Gent,9000,200000,APARTMENT,APARTMENT,FOR_SALE,1,23,INSTALLED,,False,,,,2,,AS_NEW
20669633,Gent,9000,160000,APARTMENT,APARTMENT,FOR_SALE,1,15,INSTALLED,,False,,,,2,,AS_NEW
20669640,Gent,9000,200000,APARTMENT,APARTMENT,FOR_SALE,1,24,INSTALLED,,False,,,,2,,AS_NEW
20572486,Kortrijk,8560,249000,APARTMENT,APARTMENT,FOR_SALE,2,89,,,False,37,,,2,,AS_NEW
20669789,Hasselt,3500,199000,APARTMENT,APARTMENT,FOR_SALE,2,75,INSTALLED,False,False,18,,,2,False,GOOD
20669198,Mechelen,2220,275000,APARTMENT,APARTMENT,FOR_SALE,2,,,,False,,,,,,JUST_RENOVATED
20669214,Aalst,9550,250000,APARTMENT,APARTMENT,FOR_SALE,2,70,INSTALLED,,False,,,,3,,
20669661,Turnhout,2320,565000,APARTMENT,APARTMENT,FOR_SALE,2,119,HYPER_EQUIPPED,False,False,25,,,,False,AS_NEW
20669459,Maaseik,3530,325000,APARTMENT,APARTMENT,FOR_SALE,3,168,,,False,14,,,,,AS_NEW
20618551,Brussels,1050,640000,APARTMENT,APARTMENT,FOR_SALE,3,152,SEMI_EQUIPPED,,False,5,,,3,,GOOD
20669464,Brussels,1050,350000,APARTMENT,APARTMENT,FOR_SALE,2,93,NOT_INSTALLED,False,False,2,,,2,,TO_BE_DONE_UP
20669484,Brussels,1050,370000,APARTMENT,APARTMENT,FOR_SALE,1,132,SEMI_EQUIPPED,,False,10,,,2,,JUST_RENOVATED
20669447,Brugge,8300,475000,APARTMENT,APARTMENT,FOR_SALE,2,67,,,False,8,,,,,
20669401,Leuven,3001,211000,APARTMENT,APARTMENT,FOR_SALE,0,38,,,False,,,,1,,GOOD
20669315,Sint-Niklaas,9160,222000,APARTMENT,APARTMENT,FOR_SALE,2,62,INSTALLED,,False,3,,,2,,GOOD
20669533,Halle-Vilvoorde,1785,353500,APARTMENT,APARTMENT,FOR_SALE,2,101,HYPER_EQUIPPED,,False,19,,,4,,
20669535,Halle-Vilvoorde,1785,369000,APARTMENT,APARTMENT,FOR_SALE,2,103,HYPER_EQUIPPED,,False,15,,,4,,
20669536,Halle-Vilvoorde,1785,349000,APARTMENT,APARTMENT,FOR_SALE,2,95,HYPER_EQUIPPED,,False,19,,,4,,
20669537,Halle-Vilvoorde,1785,329000,APARTMENT,APARTMENT,FOR_SALE,2,90,HYPER_EQUIPPED,,False,11,,,4,,
20669541,Halle-Vilvoorde,1785,298500,APARTMENT,APARTMENT,FOR_SALE,1,93,HYPER_EQUIPPED,,False,17,,,4,,
20669303,Oostend,8430,290000,APARTMENT,APARTMENT,FOR_SALE,2,70,INSTALLED,,False,,,,,,GOOD
20669210,Turnhout,2400,269000,APARTMENT,APARTMENT,FOR_SALE,2,81,INSTALLED,,False,15,,,,,
20669679,Turnhout,2400,284500,APARTMENT,APARTMENT,FOR_SALE,2,82,,False,False,24,,,2,,
20664656,Mons,7000,115000,APARTMENT,APARTMENT,FOR_SALE,1,54,INSTALLED,False,False,,,,2,,TO_BE_DONE_UP
20669273,Namur,5000,469000,APARTMENT,APARTMENT,FOR_SALE,3,130,HYPER_EQUIPPED,,False,1,1,,,False,GOOD
20669234,Aalst,9400,420000,APARTMENT,APARTMENT,FOR_SALE,2,126,HYPER_EQUIPPED,False,False,,,,3,,AS_NEW
20669780,Nivelles,1430,149000,APARTMENT,APARTMENT,FOR_SALE,2,,,,False,,,,,,GOOD
20650186,Liège,4100,139000,APARTMENT,APARTMENT,FOR_SALE,1,55,,,False,1,,,2,False,GOOD
20669675,Liège,4101,129000,APARTMENT,APARTMENT,FOR_SALE,2,87,NOT_INSTALLED,False,False,5,,,3,False,GOOD
20669356,Dendermonde,9260,159000,APARTMENT,APARTMENT,FOR_SALE,3,122,INSTALLED,,False,,,,,,TO_RENOVATE
20669359,Dendermonde,9260,389000,APARTMENT,APARTMENT,FOR_SALE,6,244,INSTALLED,False,False,,,,,False,
20669248,Brugge,8200,225000,APARTMENT,APARTMENT,FOR_SALE,1,75,HYPER_EQUIPPED,False,False,,,,4,False,AS_NEW
20669218,Brussels,1080,229000,APARTMENT,APARTMENT,FOR_SALE,2,,,,False,16,,,2,,AS_NEW
20669773,Brussels,1080,425000,APARTMENT,APARTMENT,FOR_SALE,2,140,,,False,75,,,,,GOOD
20669509,Antwerp,2840,289000,APARTMENT,APARTMENT,FOR_SALE,3,142,SEMI_EQUIPPED,,False,,,,2,,GOOD
20669285,Tournai,7500,259000,APARTMENT,APARTMENT,FOR_SALE,3,112,,,False,9,,,4,,
20669289,Tournai,7500,259000,APARTMENT,APARTMENT,FOR_SALE,3,112,,,False,9,,,4,,
20669658,Tournai,7500,435000,APARTMENT,APARTMENT,FOR_SALE,3,124,HYPER_EQUIPPED,,False,,,,2,,
20669267,Turnhout,2300,365000,APARTMENT,APARTMENT,FOR_SALE,3,141,SEMI_EQUIPPED,,False,23,,,2,,GOOD
20669262,Brussels,1180,370000,APARTMENT,APARTMENT,FOR_SALE,3,111,HYPER_EQUIPPED,,False,10,,,2,False,GOOD
20669380,Antwerp,2550,295000,APARTMENT,APARTMENT,FOR_SALE,2,90,INSTALLED,,False,,,,,,GOOD
20669653,Kortrijk,8790,399500,APARTMENT,APARTMENT,FOR_SALE,2,100,HYPER_EQUIPPED,False,False,,25,,2,True,AS_NEW
20669654,Kortrijk,8790,399000,APARTMENT,APARTMENT,FOR_SALE,2,141,HYPER_EQUIPPED,,False,,,,4,,
11194323,Halle-Vilvoorde,1780,270000,APARTMENT,APARTMENT,FOR_SALE,3,102,,False,False,8,,,4,,GOOD
20669324,Brussels,1200,357000,APARTMENT,APARTMENT,FOR_SALE,1,72,HYPER_EQUIPPED,False,False,6,,,2,False,
20669674,Brussels,1200,330000,APARTMENT,APARTMENT,FOR_SALE,1,67,HYPER_EQUIPPED,False,False,8,,,2,False,
20669722,Brussels,1200,290000,APARTMENT,APARTMENT,FOR_SALE,2,75,,,False,,,,,,
20669349,Brussels,1150,465000,APARTMENT,APARTMENT,FOR_SALE,3,127,HYPER_EQUIPPED,False,False,,,,3,False,AS_NEW
20669617,Brussels,1150,390000,APARTMENT,APARTMENT,FOR_SALE,3,95,HYPER_EQUIPPED,False,False,3,,,2,False,AS_NEW
20668150,Liège,4400,355000,HOUSE,BUNGALOW,FOR_SALE,3,121,INSTALLED,False,False,,350,800,4,False,AS_NEW
20666798,Liège,4458,399000,HOUSE,BUNGALOW,FOR_SALE,5,170,INSTALLED,False,False,99,1775,2318,4,False,TO_BE_DONE_UP
20652023,Verviers,4851,79000,HOUSE,BUNGALOW,FOR_SALE,3,70,NOT_INSTALLED,False,True,80,60,276,4,False,TO_BE_DONE_UP
20669520,Leuven,3350,435000,HOUSE,COUNTRY_COTTAGE,FOR_SALE,3,232,,False,False,,,1832,3,False,
20669494,Thuin,6470,148000,HOUSE,COUNTRY_COTTAGE,FOR_SALE,3,147,INSTALLED,,True,1,1,1673,4,False,GOOD
20669641,Brussels,1070,229000,APARTMENT,DUPLEX,FOR_SALE,2,97,INSTALLED,False,False,,,,2,False,AS_NEW
20669377,Brussels,1000,695000,APARTMENT,DUPLEX,FOR_SALE,3,186,HYPER_EQUIPPED,False,False,65,,,3,False,GOOD
20669457,Roeselare,8870,273000,APARTMENT,DUPLEX,FOR_SALE,2,99,,,False,,,,,,AS_NEW
20669474,Ieper,8970,355000,APARTMENT,DUPLEX,FOR_SALE,4,164,,,False,,,,,,JUST_RENOVATED
20669358,Dendermonde,9260,675000,APARTMENT,DUPLEX,FOR_SALE,2,189,INSTALLED,False,False,,,,,,
20669354,Brussels,1180,1450000,APARTMENT,DUPLEX,FOR_SALE,2,230,HYPER_EQUIPPED,,False,56,,,,False,AS_NEW
20669688,Antwerp,2930,2400000,HOUSE,EXCEPTIONAL_PROPERTY,FOR_SALE,5,480,HYPER_EQUIPPED,,True,65,,5045,4,,AS_NEW
20660028,Virton,6720,475000,HOUSE,EXCEPTIONAL_PROPERTY,FOR_SALE,3,143,HYPER_EQUIPPED,,True,,5102,5233,4,,AS_NEW
20665507,Neufchâteau,6890,449000,HOUSE,EXCEPTIONAL_PROPERTY,FOR_SALE,5,400,INSTALLED,False,False,581,540,1387,4,False,AS_NEW
20598052,Liège,4101,450000,HOUSE,EXCEPTIONAL_PROPERTY,FOR_SALE,5,550,HYPER_EQUIPPED,False,False,20,,807,3,False,AS_NEW
20669304,Aalst,9340,699000,HOUSE,EXCEPTIONAL_PROPERTY,FOR_SALE,4,230,HYPER_EQUIPPED,,False,23,280,507,2,,
20669689,Liège,4140,99000,HOUSE,FARMHOUSE,FOR_SALE,4,300,NOT_INSTALLED,False,False,40,,157,2,False,TO_RESTORE
20669341,Gent,9000,230000,APARTMENT,FLAT_STUDIO,FOR_SALE,0,29,INSTALLED,,False,,,,2,,AS_NEW
20669619,Gent,9000,220000,APARTMENT,FLAT_STUDIO,FOR_SALE,0,23,INSTALLED,,False,,,,2,,AS_NEW
20669620,Gent,9000,220000,APARTMENT,FLAT_STUDIO,FOR_SALE,0,24,INSTALLED,,False,,,,2,,AS_NEW
20669621,Gent,9000,220000,APARTMENT,FLAT_STUDIO,FOR_SALE,0,24,INSTALLED,,False,,,,2,,AS_NEW
20669622,Gent,9000,200000,APARTMENT,FLAT_STUDIO,FOR_SALE,0,38,INSTALLED,,False,,,,2,,AS_NEW
20669623,Gent,9000,200000,APARTMENT,FLAT_STUDIO,FOR_SALE,0,25,INSTALLED,,False,,,,2,,AS_NEW
20669625,Gent,9000,220000,APARTMENT,FLAT_STUDIO,FOR_SALE,0,25,INSTALLED,,False,,,,2,,AS_NEW
20669673,Brussels,1200,249500,APARTMENT,FLAT_STUDIO,FOR_SALE,0,48,HYPER_EQUIPPED,False,False,,,,2,False,
20669376,Dendermonde,9260,169000,APARTMENT,GROUND_FLOOR,FOR_SALE,3,122,INSTALLED,,False,,,,,,TO_RENOVATE
20669660,Turnhout,2300,841028,APARTMENT,GROUND_FLOOR,FOR_SALE,3,231,,False,False,30,,,3,,AS_NEW
20455043,Nivelles,1410,625000,APARTMENT,GROUND_FLOOR,FOR_SALE,2,96,,,False,20,200,,,,GOOD
20567768,Brussels,1200,470400,APARTMENT,GROUND_FLOOR,FOR_SALE,2,91,HYPER_EQUIPPED,,False,19,34,,2,False,AS_NEW
20669326,Tongeren,3798,399000,HOUSE,HOUSE,FOR_SALE,3,169,HYPER_EQUIPPED,False,False,202,,328,4,,GOOD
20655395,Aalst,9300,399000,HOUSE,HOUSE,FOR_SALE,3,149,HYPER_EQUIPPED,False,False,20,180,260,2,False,AS_NEW
20669345,Aalst,9320,1099000,HOUSE,HOUSE,FOR_SALE,5,380,,False,False,135,,1297,4,True,
20668648,Antwerp,2630,449000,HOUSE,HOUSE,FOR_SALE,3,195,INSTALLED,,False,,92,233,2,,GOOD
20669236,Charleroi,6250,137000,HOUSE,HOUSE,FOR_SALE,3,156,SEMI_EQUIPPED,False,False,10,352,525,3,False,TO_RENOVATE
20667802,Huy,4540,165000,HOUSE,HOUSE,FOR_SALE,2,100,INSTALLED,False,False,,,1529,4,False,GOOD
20662194,Huy,4540,,HOUSE,HOUSE,FOR_SALE,2,201,SEMI_EQUIPPED,,False,30,150,379,3,,GOOD
20663001,Brussels,1070,320000,HOUSE,HOUSE,FOR_SALE,7,250,SEMI_EQUIPPED,False,False,30,100,200,2,False,TO_RENOVATE
20663137,Brussels,1070,549000,HOUSE,HOUSE,FOR_SALE,5,320,,False,False,1,37,37,2,False,GOOD
20666528,Liège,4000,169000,HOUSE,HOUSE,FOR_SALE,3,113,NOT_INSTALLED,False,False,10,230,275,2,False,TO_BE_DONE_UP
20664795,Liège,4430,285000,HOUSE,HOUSE,FOR_SALE,3,280,INSTALLED,False,False,,100,280,2,False,AS_NEW
20665006,Antwerp,2020,319000,HOUSE,HOUSE,FOR_SALE,3,130,SEMI_EQUIPPED,,False,,90,170,2,,JUST_RENOVATED
20664644,Antwerp,2030,335000,HOUSE,HOUSE,FOR_SALE,2,129,INSTALLED,,False,,,157,3,,JUST_RENOVATED
20669314,Antwerp,2030,339000,HOUSE,HOUSE,FOR_SALE,3,126,,,True,,55,125,2,,GOOD
20669682,Antwerp,2060,294900,HOUSE,HOUSE,FOR_SALE,8,276,INSTALLED,False,False,,7,99,2,False,TO_BE_DONE_UP
20669301,Antwerp,2180,389000,HOUSE,HOUSE,FOR_SALE,2,105,,,True,,,563,,,TO_RESTORE
20659718,Antwerp,2610,435000,HOUSE,HOUSE,FOR_SALE,3,148,INSTALLED,,False,,150,287,2,,JUST_RENOVATED
20662347,Arlon,6700,349000,HOUSE,HOUSE,FOR_SALE,3,111,INSTALLED,,False,,,1338,3,,GOOD
20667116,Arlon,6700,340000,HOUSE,HOUSE,FOR_SALE,4,166,HYPER_EQUIPPED,False,False,20,200,288,2,False,GOOD
20669516,Ath,7800,285000,HOUSE,HOUSE,FOR_SALE,4,245,INSTALLED,,False,,,420,2,,GOOD
20664672,Arlon,6790,699000,HOUSE,HOUSE,FOR_SALE,4,238,INSTALLED,False,False,,,814,,False,
20650555,Brussels,1160,445000,HOUSE,HOUSE,FOR_SALE,4,151,NOT_INSTALLED,False,False,20,70,155,2,False,TO_RENOVATE
20657082,Liège,4920,420000,HOUSE,HOUSE,FOR_SALE,3,151,INSTALLED,False,True,255,1432,1641,4,False,GOOD
20669656,Tournai,7532,420000,HOUSE,HOUSE,FOR_SALE,5,160,,,False,,,2246,4,,
20669461,Turnhout,2490,559000,HOUSE,HOUSE,FOR_SALE,4,237,HYPER_EQUIPPED,,False,,,964,4,,GOOD
20666982,Verviers,4651,499000,HOUSE,HOUSE,FOR_SALE,4,209,INSTALLED,False,True,25,1750,2427,4,False,TO_BE_DONE_UP
20663060,Antwerp,2600,800000,HOUSE,HOUSE,FOR_SALE,4,350,,,False,30,45,170,4,,AS_NEW
20669156,Neufchâteau,6880,259000,HOUSE,HOUSE,FOR_SALE,3,120,INSTALLED,False,False,20,216,410,3,False,TO_BE_DONE_UP
20663626,Liège,4610,399000,HOUSE,HOUSE,FOR_SALE,4,200,INSTALLED,False,False,90,200,732,4,True,AS_NEW
20669189,Kortrijk,8501,140000,HOUSE,HOUSE,FOR_SALE,3,140,SEMI_EQUIPPED,,False,,120,190,2,,TO_RENOVATE
20663628,Liège,4670,299000,HOUSE,HOUSE,FOR_SALE,3,120,INSTALLED,False,False,,116,290,4,False,AS_NEW
20660400,Mechelen,2820,499000,HOUSE,HOUSE,FOR_SALE,3,193,INSTALLED,,False,25,126,350,4,,AS_NEW
20664223,Antwerp,2850,269000,HOUSE,HOUSE,FOR_SALE,3,139,,,False,,,250,2,,TO_RENOVATE
20669446,Soignies,7090,270000,HOUSE,HOUSE,FOR_SALE,3,,,,False,,,0,2,False,AS_NEW
20669282,Tournai,7604,295000,HOUSE,HOUSE,FOR_SALE,3,121,INSTALLED,,False,21,328,389,3,,
20669283,Tournai,7604,270000,HOUSE,HOUSE,FOR_SALE,3,117,INSTALLED,,False,21,121,180,2,,
20669284,Tournai,7604,287500,HOUSE,HOUSE,FOR_SALE,3,121,INSTALLED,,False,21,94,155,3,,
20669286,Tournai,7604,270000,HOUSE,HOUSE,FOR_SALE,3,117,INSTALLED,,False,20,49,108,2,,
20669290,Tournai,7604,290000,HOUSE,HOUSE,FOR_SALE,3,121,INSTALLED,,False,21,164,224,3,,
20669291,Tournai,7604,287500,HOUSE,HOUSE,FOR_SALE,3,121,INSTALLED,,False,21,75,136,3,,
20669292,Tournai,7604,270000,HOUSE,HOUSE,FOR_SALE,3,117,INSTALLED,,False,19,121,180,2,,
20669791,Oostend,8450,249000,HOUSE,HOUSE,FOR_SALE,3,83,INSTALLED,,False,12,85,0,3,,GOOD
20669147,Liège,4020,149000,HOUSE,HOUSE,FOR_SALE,2,91,SEMI_EQUIPPED,,False,13,174,232,2,False,TO_BE_DONE_UP
20662578,Brussels,1000,390000,HOUSE,HOUSE,FOR_SALE,5,220,NOT_INSTALLED,False,False,12,,87,2,False,TO_RENOVATE
20669636,Leuven,3380,318000,HOUSE,HOUSE,FOR_SALE,2,211,,False,False,,1060,1657,4,False,GOOD
20669498,Charleroi,6061,290000,HOUSE,HOUSE,FOR_SALE,3,424,,,False,,1,0,2,False,
20663357,Liège,4052,499000,HOUSE,HOUSE,FOR_SALE,4,220,INSTALLED,False,False,25,530,940,4,False,TO_BE_DONE_UP
20667210,Namur,5300,399000,HOUSE,HOUSE,FOR_SALE,3,415,INSTALLED,False,False,58,1988,2283,4,False,GOOD
20669254,Philippeville,5660,120000,HOUSE,HOUSE,FOR_SALE,4,120,INSTALLED,,False,,,267,3,,GOOD
20669651,Oostend,8420,420000,HOUSE,HOUSE,FOR_SALE,3,327,,,False,,,169,3,,GOOD
20669790,Oostend,8420,249000,HOUSE,HOUSE,FOR_SALE,3,83,INSTALLED,,False,,,0,3,,GOOD
20665851,Oostend,8420,1095000,HOUSE,HOUSE,FOR_SALE,4,202,,True,False,,,383,,,AS_NEW
20669651,Oostend,8420,420000,HOUSE,HOUSE,FOR_SALE,3,327,,,False,,,169,3,,GOOD
20665397,Sint-Niklaas,9170,389000,HOUSE,HOUSE,FOR_SALE,4,191,INSTALLED,,False,,,563,4,,GOOD
20669652,Kortrijk,8540,475000,HOUSE,HOUSE,FOR_SALE,4,175,HYPER_EQUIPPED,False,False,,,190,3,False,AS_NEW
20669409,Dendermonde,9200,379000,HOUSE,HOUSE,FOR_SALE,3,159,HYPER_EQUIPPED,False,False,,,462,2,,
20661133,Tielt,8720,339000,HOUSE,HOUSE,FOR_SALE,2,250,SEMI_EQUIPPED,,False,25,1000,1424,4,,TO_BE_DONE_UP
20656090,Antwerp,2100,349900,HOUSE,HOUSE,FOR_SALE,4,186,INSTALLED,,False,,24,110,2,,GOOD
20658459,Antwerp,2100,389000,HOUSE,HOUSE,FOR_SALE,3,115,INSTALLED,,False,,15,80,2,,GOOD
20669368,Maaseik,3650,139000,HOUSE,HOUSE,FOR_SALE,5,208,,,False,,,225,2,,
20669683,Philippeville,5680,790000,HOUSE,HOUSE,FOR_SALE,5,400,HYPER_EQUIPPED,False,True,,,946,4,True,AS_NEW
20653610,Mechelen,2570,335000,HOUSE,HOUSE,FOR_SALE,3,200,INSTALLED,,False,20,309,421,,,TO_RENOVATE
20665518,Mechelen,2570,575000,HOUSE,HOUSE,FOR_SALE,3,167,INSTALLED,False,False,20,1450,1914,4,False,GOOD
20662443,Huy,4480,249900,HOUSE,HOUSE,FOR_SALE,4,156,INSTALLED,False,False,,350,696,4,False,GOOD
20663359,Huy,4480,245000,HOUSE,HOUSE,FOR_SALE,4,153,INSTALLED,False,False,22,126,245,2,False,JUST_RENOVATED
20663601,Aalst,9420,449000,HOUSE,HOUSE,FOR_SALE,3,230,HYPER_EQUIPPED,,False,40,800,1240,4,False,GOOD
20669647,Tournai,7730,260000,HOUSE,HOUSE,FOR_SALE,3,162,,,False,,,1037,4,,
20657565,Virton,6740,640000,HOUSE,HOUSE,FOR_SALE,4,180,INSTALLED,,False,11,1000,1516,4,,GOOD
20481838,Namur,5380,245000,HOUSE,HOUSE,FOR_SALE,4,,,,False,,1,1287,4,False,
20665196,Waremme,4347,319900,HOUSE,HOUSE,FOR_SALE,5,320,INSTALLED,False,False,180,,370,3,False,AS_NEW
20650804,Liège,4400,380000,HOUSE,HOUSE,FOR_SALE,3,160,SEMI_EQUIPPED,True,False,35,860,1307,4,,GOOD
20661736,Liège,4400,259900,HOUSE,HOUSE,FOR_SALE,4,160,INSTALLED,False,False,42,160,240,2,False,AS_NEW
20661737,Liège,4400,289000,HOUSE,HOUSE,FOR_SALE,3,126,SEMI_EQUIPPED,False,False,153,,250,3,False,AS_NEW
20663424,Liège,4400,275000,HOUSE,HOUSE,FOR_SALE,3,167,SEMI_EQUIPPED,,False,132,545,850,4,,JUST_RENOVATED
20663437,Liège,4400,199000,HOUSE,HOUSE,FOR_SALE,2,88,SEMI_EQUIPPED,,False,,150,305,2,,JUST_RENOVATED
20663965,Liège,4400,75000,HOUSE,HOUSE,FOR_SALE,2,103,SEMI_EQUIPPED,False,False,,32,140,4,False,TO_RENOVATE
20664276,Liège,4400,179000,HOUSE,HOUSE,FOR_SALE,3,115,SEMI_EQUIPPED,False,False,,900,1280,4,False,GOOD
20669405,Brussels,1190,890000,HOUSE,HOUSE,FOR_SALE,5,295,INSTALLED,False,False,62,,156,2,False,TO_RENOVATE
20652022,Tongeren,3790,199000,HOUSE,HOUSE,FOR_SALE,4,122,INSTALLED,False,False,92,,261,4,False,GOOD
20669550,Charleroi,6210,245000,HOUSE,HOUSE,FOR_SALE,3,80,,,False,,,0,3,,TO_BE_DONE_UP
20652845,Gent,9890,498000,HOUSE,HOUSE,FOR_SALE,3,145,,False,False,,,659,4,,GOOD
20669391,Turnhout,2440,324000,HOUSE,HOUSE,FOR_SALE,4,,,,False,,,389,3,,
20080346,Nivelles,1470,175000,HOUSE,HOUSE,FOR_SALE,2,142,NOT_INSTALLED,False,False,,140,282,3,False,TO_RENOVATE
20669244,Hasselt,3600,369000,HOUSE,HOUSE,FOR_SALE,5,346,,False,False,,,863,4,False,
20656772,Gent,9032,515000,HOUSE,HOUSE,FOR_SALE,4,231,HYPER_EQUIPPED,False,False,,350,622,3,False,GOOD
20664202,Gent,9000,695000,HOUSE,HOUSE,FOR_SALE,3,159,,False,False,,,96,3,,GOOD
20665203,Gent,9000,330000,HOUSE,HOUSE,FOR_SALE,3,118,HYPER_EQUIPPED,,False,,,44,2,False,GOOD
20666674,Gent,9000,595000,HOUSE,HOUSE,FOR_SALE,3,175,,,False,,,102,,,GOOD
20669370,Gent,9000,435000,HOUSE,HOUSE,FOR_SALE,4,159,NOT_INSTALLED,False,False,,,87,2,False,GOOD
20669432,Gent,9000,455000,HOUSE,HOUSE,FOR_SALE,5,187,,,False,20,41,121,2,,GOOD
20669434,Gent,9000,295000,HOUSE,HOUSE,FOR_SALE,4,128,,,False,,,60,4,,GOOD
20669435,Gent,9000,280000,HOUSE,HOUSE,FOR_SALE,4,161,,,False,,15,97,2,,GOOD
