Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of good,Number of facades,Swimming pool,State of building
20660378,Turnhout,2300,145000.0,HOUSE,HOUSE,sale,2.0,117.0,0,0,0,,,285.0,2.0,0,TO_RENOVATE
20437782,Nieuwpoort,8620,359000.0,APARTMENT,APARTMENT,sale,1.0,54.0,1,1,0,,,,,0,GOOD
20570877,Hodeige (Remicourt),4351,299000.0,HOUSE,TOWN_HOUSE,sale,3.0,115.0,0,0,0,,1303.0,1404.0,3.0,0,
20647662,Erpe-Mere,9420,349000.0,HOUSE,HOUSE,sale,3.0,188.0,1,0,0,,,207.0,3.0,0,GOOD
20645804,Lichtervelde,8810,299000.0,APARTMENT,GROUND_FLOOR,sale,2.0,123.0,0,0,0,27.0,12.0,,,0,GOOD
20532891,Tielt-Winge,3390,468500.0,HOUSE,HOUSE,sale,4.0,217.0,1,0,0,12.0,88.0,4887.0,3.0,0,AS_NEW
20615411,Halle,1500,250000.0,HOUSE,HOUSE,sale,2.0,133.0,0,0,1,,,135.0,2.0,0,TO_BE_DONE_UP
20079978,Uccle,1180,1290000.0,HOUSE,VILLA,sale,4.0,220.0,1,0,0,45.0,1000.0,1271.0,4.0,0,AS_NEW
20393996,Knokke-Heist,8300,390000.0,APARTMENT,FLAT_STUDIO,sale,0.0,44.0,1,0,0,,,,2.0,0,GOOD
20350471,BINCHE,7130,149900.0,HOUSE,APARTMENT_BLOCK,sale,9.0,525.0,0,0,0,,,460.0,2.0,0,TO_RENOVATE
20664608,Knokke-Heist,8300,360000.0,APARTMENT,APARTMENT,sale,1.0,32.0,0,0,0,,,,2.0,0,TO_RENOVATE
20641865,Saint-Trond,3800,160000.0,APARTMENT,APARTMENT,sale,2.0,68.0,0,0,0,,,,,0,TO_BE_DONE_UP
20552333,Grembergen (Dendermonde),9200,402706.0,APARTMENT,APARTMENT,sale,3.0,121.0,0,0,0,8.0,,,3.0,0,GOOD
20632329,Zwevegem,8550,613541.0,HOUSE,VILLA,sale,2.0,258.0,0,0,1,,,1034.0,4.0,0,JUST_RENOVATED
20643070,TURNHOUT,2300,195000.0,APARTMENT,APARTMENT,sale,2.0,85.0,0,0,0,,,,3.0,0,
20500052,SOIGNIES,7060,228000.0,APARTMENT,APARTMENT,sale,1.0,75.0,1,0,0,12.0,,,4.0,0,
11316291,De Haan,8420,86000.0,APARTMENT,APARTMENT,sale,1.0,30.0,0,0,0,,,,,0,GOOD
20653152,Jambes,5100,450000.0,HOUSE,VILLA,sale,4.0,178.0,1,0,0,30.0,,338.0,4.0,0,GOOD
20663873,Hasselt,3500,224500.0,HOUSE,HOUSE,sale,3.0,219.0,0,0,0,,,70.0,2.0,0,
20655875,Tielt (8700),8700,428700.0,HOUSE,HOUSE,sale,4.0,189.0,0,0,0,,,388.0,,0,GOOD
20658295,Tournai,7500,399000.0,APARTMENT,APARTMENT,sale,2.0,115.0,1,0,0,,,,,0,AS_NEW
20643068,Turnhout,2300,429000.0,APARTMENT,APARTMENT,sale,3.0,251.0,1,0,0,20.0,,,3.0,0,GOOD
20642410,WETTEREN,9230,260000.0,APARTMENT,APARTMENT,sale,2.0,90.0,1,0,0,5.0,,,,0,
20457030,Uccle,1180,799000.0,APARTMENT,GROUND_FLOOR,sale,3.0,180.0,1,0,0,28.0,90.0,,2.0,0,AS_NEW
20655963,Beringen,3581,215000.0,APARTMENT,APARTMENT,sale,1.0,99.0,0,0,0,,12.0,,,0,GOOD
20633686,Zwevegem,8550,355000.0,HOUSE,HOUSE,sale,4.0,186.0,1,0,0,,,200.0,,0,GOOD
10372757,De Panne,8660,262.9,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20663385,Groot-Bijgaarden (Dilbeek),1702,260000.0,APARTMENT,APARTMENT,sale,2.0,114.0,0,0,0,12.0,,,2.0,0,
20600614,Molenbeek-Saint-Jean,1080,239000.0,APARTMENT,APARTMENT,sale,2.0,85.0,1,0,0,7.0,,,2.0,0,TO_BE_DONE_UP
20661735,Bruxelles,1020,898000.0,HOUSE,APARTMENT_BLOCK,sale,5.0,430.0,1,0,0,,,0.0,2.0,0,GOOD
20653417,Sint-Denijs-Westrem,9051,405000.0,APARTMENT,APARTMENT,sale,3.0,111.0,0,0,0,27.0,,,,0,GOOD
20647284,Antwerpen,2000,330000.0,APARTMENT,APARTMENT,sale,1.0,71.0,0,0,0,5.0,,,,0,
11028009,Woluwe-Saint-Pierre,1150,335000.0,APARTMENT,APARTMENT,sale,3.0,110.0,1,0,0,6.0,,,2.0,0,GOOD
20458020,Schaerbeek,1030,379000.0,HOUSE,HOUSE,sale,4.0,209.0,1,0,0,,,55.0,2.0,0,TO_BE_DONE_UP
20646699,Bruxelles,1000,385000.0,APARTMENT,APARTMENT,sale,2.0,92.0,1,0,0,,,,2.0,0,GOOD
20656512,Antwerpen,2060,418000.0,APARTMENT,PENTHOUSE,sale,2.0,89.0,1,0,0,,,,3.0,0,AS_NEW
20642720,Knokke-Zoute,8300,2045000.0,APARTMENT,APARTMENT,sale,2.0,81.0,0,0,0,,,,3.0,0,JUST_RENOVATED
20659496,ONZE-LIEVE-VROUW-WAVER,2861,199000.0,APARTMENT,APARTMENT,sale,1.0,52.0,0,0,0,,,,,0,GOOD
20660050,Bütgenbach,4750,750000.0,HOUSE,MIXED_USE_BUILDING,sale,17.0,710.0,1,1,0,60.0,1500.0,2200.0,4.0,0,GOOD
20641368,Lierde,9570,315000.0,APARTMENT,APARTMENT,sale,2.0,110.0,1,0,0,48.0,,,,0,JUST_RENOVATED
20661285,Heist-aan-Zee,8301,645000.0,APARTMENT,APARTMENT,sale,2.0,108.0,0,0,0,,,,,0,
20648434,Deinze,9800,380000.0,APARTMENT,APARTMENT,sale,2.0,94.0,1,0,0,30.0,,,4.0,0,AS_NEW
20647680,Nieuwpoort,8620,595000.0,APARTMENT,APARTMENT,sale,2.0,115.0,0,0,0,11.0,,,,0,AS_NEW
20543036,Dinant,5500,320000.0,HOUSE,VILLA,sale,3.0,180.0,1,0,0,40.0,800.0,1000.0,4.0,0,TO_BE_DONE_UP
20660365,Schelle,2627,360000.0,HOUSE,HOUSE,sale,4.0,208.0,1,0,0,,,573.0,3.0,0,GOOD
20502993,De Haan,8420,105000.0,APARTMENT,APARTMENT,sale,2.0,53.0,1,1,0,,,,,0,GOOD
20644336,Nevele,9850,340000.0,APARTMENT,APARTMENT,sale,2.0,80.0,1,0,0,20.0,30.0,,2.0,0,AS_NEW
20656439,Galmaarden,1570,499000.0,HOUSE,HOUSE,sale,0.0,,0,0,0,,,0.0,,0,
20645452,BRASSCHAAT,2930,247000.0,APARTMENT,APARTMENT,sale,2.0,88.0,1,0,0,4.0,,,3.0,0,GOOD
20604640,Hulste,8531,495000.0,HOUSE,HOUSE,sale,4.0,245.0,0,0,0,,,2198.0,4.0,0,GOOD
20653660,Visé,4602,168000.0,HOUSE,HOUSE,sale,3.0,,0,0,0,14.0,225.0,0.0,4.0,0,TO_BE_DONE_UP
20655286,Oostduinkerke,8670,995000.0,APARTMENT,APARTMENT,sale,2.0,,0,0,0,,,,,0,
11325797,FLEURUS,6220,196.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20644940,Bruxelles,1020,185000.0,APARTMENT,APARTMENT,sale,1.0,84.0,0,0,0,,,,,0,GOOD
20655700,CHÂTELET,6200,120000.0,HOUSE,HOUSE,sale,3.0,87.0,1,0,0,17.0,,100.0,2.0,0,GOOD
20629011,Molenbeek-Saint-Jean,1080,245000.0,APARTMENT,APARTMENT,sale,2.0,100.0,1,0,0,17.0,,,2.0,0,TO_BE_DONE_UP
20570418,Zeebrugge,8380,359000.0,HOUSE,HOUSE,sale,4.0,191.0,0,0,0,,,249.0,2.0,0,AS_NEW
20661600,Kapellen,2950,849000.0,HOUSE,VILLA,sale,3.0,200.0,1,0,1,25.0,,6320.0,4.0,0,AS_NEW
11462667,Uccle,1180,1.2,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20317491,Namur,5000,149000.0,HOUSE,APARTMENT_BLOCK,sale,3.0,107.0,1,0,0,,,0.0,2.0,0,TO_BE_DONE_UP
11215035,Zeebrugge,8380,399000.0,HOUSE,HOUSE,sale,4.0,252.0,0,0,0,,,322.0,2.0,0,GOOD
20514594,Tielt (8700),8700,130.0,HOUSE_GROUP,HOUSE_GROUP,sale,,,0,0,0,,,,,0,
20594621,Zwalm,9630,415000.0,HOUSE,HOUSE,sale,3.0,194.0,0,0,0,25.0,185.0,282.0,2.0,0,AS_NEW
20646681,Les Avins (Clavier),4560,329900.0,HOUSE,HOUSE,sale,3.0,157.0,0,0,0,,,759.0,3.0,0,
20609737,Hemiksem,2620,245000.0,APARTMENT,APARTMENT,sale,2.0,80.0,1,0,0,,,,2.0,0,GOOD
20499732,Aalter,9880,395000.0,HOUSE,HOUSE,sale,3.0,195.0,0,0,0,35.0,550.0,800.0,4.0,0,AS_NEW
20642230,Kortrijk Marke,8510,1158000.0,HOUSE,VILLA,sale,4.0,225.0,1,0,0,,,1387.0,4.0,0,AS_NEW
20642057,Asse,1730,559000.0,HOUSE,COUNTRY_COTTAGE,sale,2.0,455.0,1,0,0,,3690.0,4010.0,4.0,0,GOOD
20648991,Liège,4000,239000.0,HOUSE,HOUSE,sale,3.0,92.0,0,0,0,,,95.0,2.0,0,GOOD
20638320,Gent,9000,1260000.0,APARTMENT,APARTMENT,sale,2.0,142.0,0,0,0,17.0,18.0,,,0,
20628557,Gullegem,8560,156000.0,HOUSE,HOUSE,sale,0.0,70.0,0,0,0,,,30.0,,0,GOOD
20612370,Wavre,1300,245000.0,HOUSE,HOUSE,sale,4.0,155.0,1,0,0,,,2044.0,3.0,0,TO_RENOVATE
20655769,Gent,9000,795000.0,HOUSE,MANSION,sale,4.0,403.0,0,0,0,,,326.0,4.0,0,AS_NEW
20647125,Merelbeke,9820,391500.0,APARTMENT,APARTMENT,sale,1.0,90.0,0,0,0,25.0,,,,0,GOOD
20637232,NOORDERWIJK,2200,375000.0,APARTMENT,APARTMENT,sale,3.0,113.0,1,0,0,35.0,,,4.0,0,
20572852,Dilbeek,1700,375000.0,APARTMENT,APARTMENT,sale,3.0,114.0,1,0,0,,,,3.0,0,AS_NEW
20639466,UCCLE,1180,760000.0,APARTMENT,APARTMENT,sale,3.0,203.0,1,0,0,,30.0,,2.0,0,
20583499,Denderleeuw,9470,445000.0,HOUSE,HOUSE,sale,3.0,250.0,0,0,0,,,285.0,,0,GOOD
20576148,Ixelles,1050,295000.0,APARTMENT,APARTMENT,sale,1.0,80.0,0,0,0,3.0,,,,0,GOOD
20662436,Geel,2440,325000.0,APARTMENT,APARTMENT,sale,3.0,158.0,1,0,0,20.0,,,,0,
20643304,Elewijt,1982,349000.0,HOUSE,HOUSE,sale,3.0,170.0,0,0,0,,,82.0,2.0,0,JUST_RENOVATED
20645583,BRASSCHAAT,2930,349000.0,HOUSE,HOUSE,sale,3.0,156.0,0,0,0,,,234.0,2.0,0,TO_BE_DONE_UP
20582785,ANTWERPEN,2018,987000.0,HOUSE,EXCEPTIONAL_PROPERTY,sale,4.0,286.0,1,0,0,,165.0,339.0,6.0,0,JUST_RENOVATED
20653543,CINEY,5590,145000.0,APARTMENT,APARTMENT,sale,2.0,51.0,1,0,0,,,,2.0,0,
20655479,Auderghem,1160,380000.0,APARTMENT,APARTMENT,sale,3.0,115.0,0,0,0,9.0,,,3.0,0,GOOD
20594885,Ternat,1740,425000.0,HOUSE,HOUSE,sale,3.0,158.0,1,0,0,15.0,100.0,390.0,3.0,0,AS_NEW
20592558,Assebroek,8310,599000.0,HOUSE,HOUSE,sale,4.0,208.0,1,0,0,25.0,110.0,185.0,3.0,0,JUST_RENOVATED
10981439,Knokke,8300,1250000.0,APARTMENT,APARTMENT,sale,2.0,75.0,1,1,0,4.0,,,2.0,0,JUST_RENOVATED
20662885,Gent,9000,545000.0,APARTMENT,APARTMENT,sale,3.0,142.0,0,0,0,26.0,,,,0,GOOD
20648340,Uccle,1180,1980000.0,HOUSE,HOUSE,sale,5.0,350.0,0,0,0,15.0,214.0,306.0,2.0,0,AS_NEW
20417350,Oostende,8400,265000.0,HOUSE,HOUSE,sale,4.0,189.0,0,0,0,,,138.0,,0,JUST_RENOVATED
20654860,Sint-Gillis,1060,675000.0,HOUSE,HOUSE,sale,3.0,,0,0,1,,22.0,82.0,2.0,0,AS_NEW
20660476,Wevelgem,8560,276900.0,HOUSE,HOUSE,sale,3.0,170.0,0,0,0,,,294.0,2.0,0,AS_NEW
20599474,ANTWERPEN,2000,595000.0,APARTMENT,APARTMENT,sale,3.0,165.0,1,0,0,,,,,0,GOOD
20343895,Woluwe-Saint-Lambert,1200,650000.0,HOUSE,VILLA,sale,4.0,231.0,1,0,1,15.0,340.0,503.0,4.0,0,TO_RENOVATE
20369761,Verviers,4800,189000.0,APARTMENT,LOFT,sale,3.0,160.0,1,0,0,,,,2.0,0,GOOD
20657677,Bissegem,8501,249000.0,HOUSE,HOUSE,sale,3.0,148.0,0,0,0,,,553.0,,0,GOOD
20395874,Brakel,9660,295000.0,HOUSE,HOUSE,sale,2.0,120.0,0,0,0,4.0,,60.0,2.0,0,JUST_RENOVATED
20661442,HARELBEKE,8530,245000.0,HOUSE,TOWN_HOUSE,sale,3.0,169.0,1,0,0,10.0,,58.0,3.0,0,GOOD
20662596,Molenbeek-Saint-Jean,1080,215000.0,APARTMENT,APARTMENT,sale,2.0,97.0,1,0,0,4.0,,,2.0,0,GOOD
20619271,MECHELEN,2800,469000.0,HOUSE,HOUSE,sale,4.0,222.0,1,0,0,12.0,70.0,180.0,2.0,0,GOOD
20644751,WATERLOO,1410,460000.0,HOUSE,HOUSE,sale,4.0,219.0,1,0,1,16.0,200.0,270.0,2.0,0,GOOD
20645113,DWORP,1653,599000.0,HOUSE,HOUSE,sale,4.0,221.0,1,0,0,,,610.0,7.0,0,AS_NEW
20656286,Morlanwelz Carnières,7141,402150.0,HOUSE,HOUSE,sale,5.0,160.0,0,0,0,,,960.0,4.0,0,AS_NEW
20645778,Knokke-Heist,8300,575000.0,APARTMENT,APARTMENT,sale,2.0,93.0,0,0,0,,,,650.0,0,AS_NEW
20649130,Liège Grivegnée,4030,150000.0,APARTMENT,APARTMENT,sale,2.0,104.0,0,0,0,,,,2.0,0,GOOD
20416829,Fléron,4620,199000.0,APARTMENT,APARTMENT,sale,2.0,100.0,1,0,0,25.0,21.0,,3.0,0,GOOD
20650247,Brasschaat,2930,435000.0,HOUSE,HOUSE,sale,2.0,232.0,0,0,0,,,448.0,2.0,0,GOOD
20659499,Theux,4910,349000.0,HOUSE,HOUSE,sale,2.0,106.0,1,0,0,,,1030.0,4.0,0,GOOD
20643523,Beveren-Kruibeke-Zwijndrecht,9150,735000.0,HOUSE,APARTMENT_BLOCK,sale,4.0,194.0,1,0,0,6.0,,96.0,2.0,0,AS_NEW
11303354,Bavikhove,8531,525000.0,HOUSE,HOUSE,sale,3.0,400.0,0,0,0,35.0,,806.0,19.0,0,TO_BE_DONE_UP
20609795,Grâce-Hollogne,4460,269000.0,HOUSE,HOUSE,sale,2.0,133.0,1,0,0,90.0,70.0,550.0,4.0,0,GOOD
20015945,Merelbeke,9820,200.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20659833,Gent,9000,250000.0,APARTMENT,APARTMENT,sale,1.0,59.0,0,0,0,10.0,,,,0,GOOD
20594633,HOBOKEN,2660,374000.0,HOUSE,HOUSE,sale,3.0,195.0,1,0,0,,57.0,139.0,2.0,0,AS_NEW
20641861,Saint-Trond,3800,289000.0,HOUSE,HOUSE,sale,3.0,,0,0,0,,,0.0,3.0,0,GOOD
20646969,Wavre,1300,585000.0,HOUSE,HOUSE,sale,5.0,200.0,1,0,0,,,653.0,4.0,0,AS_NEW
20185995,Verviers,4800,190000.0,HOUSE,HOUSE,sale,4.0,128.0,1,0,0,20.0,81.0,155.0,2.0,0,TO_BE_DONE_UP
20505058,HOBOKEN,2660,395000.0,HOUSE,HOUSE,sale,3.0,168.0,1,0,0,,88.0,199.0,6.0,0,AS_NEW
20625762,Ieper,8900,349000.0,HOUSE,BUNGALOW,sale,4.0,179.0,0,0,0,,,599.0,9.0,0,TO_BE_DONE_UP
20645668,Leuven,3000,235000.0,APARTMENT,KOT,sale,0.0,17.0,0,1,0,,,,,0,AS_NEW
20653863,ARQUENNES,7181,650000.0,HOUSE,COUNTRY_COTTAGE,sale,3.0,218.0,1,0,1,,,11900.0,4.0,0,GOOD
20643785,Borgerhout,2140,399000.0,HOUSE,HOUSE,sale,4.0,262.0,1,0,0,,,272.0,2.0,0,TO_RENOVATE
20647891,SART-SAINT-LAURENT,5070,249000.0,HOUSE,HOUSE,sale,1.0,,1,0,0,,,0.0,3.0,0,
20617127,Libin,6890,325000.0,HOUSE,HOUSE,sale,4.0,220.0,0,0,0,5.0,,2866.0,,0,TO_RESTORE
20661177,Blankenberge,8370,650000.0,APARTMENT,APARTMENT,sale,0.0,255.0,0,0,0,,,,,0,GOOD
20623978,Desselgem,8792,499000.0,HOUSE,MIXED_USE_BUILDING,sale,4.0,435.0,1,0,0,,,732.0,2.0,0,
20663199,GENT,9050,620000.0,APARTMENT,APARTMENT,sale,3.0,139.0,1,0,0,43.0,,,2.0,0,
20448832,Bruxelles,1000,399000.0,APARTMENT,APARTMENT,sale,3.0,125.0,1,0,0,,,,2.0,0,AS_NEW
20630232,MECHELEN,2800,239000.0,APARTMENT,APARTMENT,sale,3.0,92.0,1,0,0,3.0,,,,0,TO_BE_DONE_UP
11433944,Gent,9000,260.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20621764,LIER,2500,265000.0,APARTMENT,APARTMENT,sale,2.0,66.0,1,0,0,8.0,,,2.0,0,GOOD
20099398,SERAING,4100,120000.0,HOUSE,HOUSE,sale,4.0,96.0,1,0,0,5.0,450.0,559.0,2.0,0,TO_RENOVATE
20655191,Balen,2490,320.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20637984,FLORENNES,5620,280000.0,HOUSE,VILLA,sale,3.0,130.0,1,0,0,,,490.0,4.0,0,GOOD
20590926,Molenbeek-Saint-Jean,1080,275000.0,APARTMENT,PENTHOUSE,sale,3.0,128.0,1,0,0,40.0,,,2.0,0,AS_NEW
20197169,Nijlen,2560,425.0,HOUSE_GROUP,HOUSE_GROUP,sale,,,0,0,0,,,,,0,
20647178,Holsbeek,3220,598500.0,HOUSE,MIXED_USE_BUILDING,sale,3.0,260.0,1,0,0,40.0,,0.0,4.0,0,GOOD
20654613,Merksplas,2330,875000.0,HOUSE,VILLA,sale,5.0,358.0,1,0,0,,,2420.0,4.0,0,GOOD
20597293,Brakel,9660,160000.0,HOUSE,HOUSE,sale,2.0,150.0,1,0,0,20.0,200.0,330.0,3.0,0,TO_RENOVATE
20527985,Wetteren,9230,599000.0,HOUSE,HOUSE,sale,7.0,405.0,1,0,0,,,4534.0,4.0,0,TO_RENOVATE
20313018,HUY,4500,179000.0,HOUSE,HOUSE,sale,3.0,99.0,1,0,0,21.0,,250.0,3.0,0,GOOD
20619212,Le Rœulx,7070,395000.0,HOUSE,VILLA,sale,4.0,196.0,0,0,0,18.0,840.0,1200.0,4.0,0,TO_RENOVATE
20663704,Heusden-Zolder,3550,365000.0,HOUSE,HOUSE,sale,2.0,163.0,0,0,0,8.0,820.0,1163.0,4.0,0,AS_NEW
20656860,Asse,1730,350000.0,HOUSE,APARTMENT_BLOCK,sale,0.0,150.0,0,0,0,,,0.0,,0,GOOD
20645621,Gentbrugge,9050,637500.0,HOUSE,HOUSE,sale,3.0,199.0,0,0,0,20.0,,103.0,,0,JUST_RENOVATED
20649012,Antwerpen,2060,800000.0,HOUSE,APARTMENT_BLOCK,sale,4.0,198.0,0,0,0,,,0.0,2.0,0,JUST_RENOVATED
20604953,Geraardsbergen,9506,875000.0,HOUSE,VILLA,sale,7.0,658.0,1,1,0,105.0,2266.0,3870.0,4.0,0,GOOD
20655941,Londerzeel,1840,322000.0,APARTMENT,DUPLEX,sale,3.0,95.0,0,0,0,,,,,0,AS_NEW
20638985,Rixensart,1332,195000.0,APARTMENT,DUPLEX,sale,1.0,53.0,1,0,0,,,,3.0,0,TO_BE_DONE_UP
20644006,MERKSEM,2170,349000.0,HOUSE,HOUSE,sale,2.0,149.0,1,0,0,,78.0,142.0,2.0,0,TO_RENOVATE
20600539,Neder-Over-Heembeek,1120,620000.0,HOUSE,HOUSE,sale,4.0,180.0,1,0,0,20.0,40.0,130.0,2.0,0,AS_NEW
20014455,Chaumont-Gistoux,1325,1150000.0,HOUSE,HOUSE,sale,5.0,400.0,1,0,0,,3000.0,4999.0,4.0,0,GOOD
20654004,TUBIZE,1480,130000.0,APARTMENT,APARTMENT,sale,1.0,55.0,1,0,0,,,,2.0,0,JUST_RENOVATED
20648357,Bruxelles,1040,360000.0,APARTMENT,APARTMENT,sale,1.0,56.0,1,0,0,,,,2.0,0,AS_NEW
20583473,Erembodegem,9320,265000.0,HOUSE,HOUSE,sale,3.0,126.0,0,0,0,20.0,,140.0,,0,GOOD
20098999,Petit-rechain,4800,295000.0,HOUSE,HOUSE,sale,3.0,99.0,1,0,0,80.0,120.0,0.0,4.0,0,GOOD
20587136,Paliseul,6850,163000.0,APARTMENT,APARTMENT,sale,2.0,99.0,1,0,0,21.0,77.0,,2.0,0,GOOD
20497746,Wilrijk,2610,219500.0,APARTMENT,APARTMENT,sale,1.0,68.0,1,0,0,,,,2.0,0,JUST_RENOVATED
20643161,TURNHOUT,2300,249000.0,HOUSE,HOUSE,sale,4.0,197.0,1,0,0,,,455.0,3.0,0,TO_RENOVATE
20552835,Ittre (Virginal),1460,470000.0,HOUSE,HOUSE,sale,4.0,186.0,0,0,0,,,491.0,3.0,0,GOOD
20583908,Turnhout,2300,165000.0,HOUSE,HOUSE,sale,2.0,,1,0,0,,,106.0,2.0,0,GOOD
20574005,Mazenzele,1745,1250000.0,HOUSE,HOUSE,sale,6.0,313.0,1,0,0,,2000.0,9614.0,4.0,0,AS_NEW
20656000,La Roche-En-Ardenne,6980,89000.0,HOUSE,HOUSE,sale,1.0,100.0,1,0,0,,,50.0,2.0,0,TO_RENOVATE
20540452,Brugge,8000,129000.0,APARTMENT,APARTMENT,sale,1.0,41.0,0,0,0,,,,,0,TO_RENOVATE
20660104,GREZ-DOICEAU,1390,475000.0,HOUSE,HOUSE,sale,4.0,181.0,0,0,0,40.0,,119.0,3.0,0,
20656995,Gilly,6060,135000.0,HOUSE,HOUSE,sale,4.0,314.0,1,0,0,,428.0,620.0,2.0,0,TO_BE_DONE_UP
20664287,Oudenaarde,9700,239400.0,APARTMENT,APARTMENT,sale,1.0,74.0,0,0,0,12.0,,,2.0,0,
20659556,Brugge,8000,310000.0,APARTMENT,LOFT,sale,0.0,205.0,0,0,0,,,,2.0,0,
20664153,HAVRÉ,7021,170000.0,APARTMENT,APARTMENT,sale,3.0,138.0,1,0,0,,,,,0,GOOD
20661077,Gent,9000,459000.0,APARTMENT,APARTMENT,sale,2.0,94.0,1,0,0,13.0,,,2.0,0,AS_NEW
20553375,Oostende,8400,199000.0,APARTMENT,APARTMENT,sale,2.0,75.0,0,0,0,,,,,0,JUST_RENOVATED
20450154,LUBBEEK,3210,497000.0,HOUSE,HOUSE,sale,4.0,198.0,0,0,0,,890.0,1000.0,4.0,0,JUST_RENOVATED
20643037,Hasselt,3722,285000.0,HOUSE,HOUSE,sale,3.0,153.0,0,0,0,,639.0,922.0,3.0,0,TO_BE_DONE_UP
20418957,Antwerpen (2000),2000,760000.0,APARTMENT,APARTMENT,sale,2.0,85.0,0,0,0,30.0,,,,0,GOOD
20485169,Kortrijk,8500,155000.0,HOUSE,HOUSE,sale,4.0,127.0,1,0,0,,,127.0,,0,GOOD
20653289,GERAARDSBERGEN,9500,299000.0,HOUSE,HOUSE,sale,3.0,229.0,1,0,0,,,835.0,12.0,0,TO_RENOVATE
20651369,Evergem,9940,362.185,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20627491,Lierde,9570,370000.0,HOUSE,HOUSE,sale,3.0,198.0,0,0,0,,,414.0,7.0,0,GOOD
20612677,Uccle,1180,795000.0,HOUSE,APARTMENT_BLOCK,sale,4.0,341.0,0,0,1,,,225.0,2.0,0,TO_RENOVATE
20594944,De Panne,8660,190000.0,APARTMENT,APARTMENT,sale,2.0,87.0,0,0,0,1.0,,,2.0,0,
20636418,Klerken,8650,369500.0,HOUSE,HOUSE,sale,4.0,181.0,0,0,0,,,284.0,,0,GOOD
20588107,Zutendaal,3690,400000.0,HOUSE,MIXED_USE_BUILDING,sale,1.0,197.0,0,0,0,,,488.0,,0,
20474821,Ittre (Virginal),1460,445000.0,HOUSE,HOUSE,sale,3.0,142.0,0,0,0,,,378.0,4.0,0,GOOD
20533649,Dinant,5500,340000.0,HOUSE,EXCEPTIONAL_PROPERTY,sale,16.0,673.0,1,0,0,,329.0,595.0,2.0,0,TO_RENOVATE
20554581,Knokke-Heist,8300,3250000.0,HOUSE,HOUSE,sale,4.0,244.0,1,0,0,,593.0,593.0,4.0,0,GOOD
20630212,Antwerpen,2600,750000.0,HOUSE,HOUSE,sale,9.0,248.0,1,0,0,,,84.0,3.0,0,GOOD
20574867,Lier,2500,599000.0,HOUSE,HOUSE,sale,3.0,182.0,1,0,0,12.0,329.0,537.0,3.0,0,AS_NEW
20650283,Deinze,9800,295000.0,APARTMENT,APARTMENT,sale,2.0,97.0,0,0,0,8.0,,,,0,GOOD
20661083,Brussels,1000,13000000.0,HOUSE,HOUSE,sale,100.0,,0,0,0,,,0.0,4.0,0,
20659081,Petit Enghien,7850,199000.0,HOUSE,HOUSE,sale,3.0,120.0,0,0,0,,,167.0,3.0,0,
20657778,Leuven,3000,595000.0,APARTMENT,DUPLEX,sale,3.0,116.0,1,1,0,16.0,,,3.0,0,AS_NEW
20278645,Oostende,8400,249000.0,APARTMENT,APARTMENT,sale,2.0,133.0,0,0,0,,,,,0,GOOD
20660787,Antwerpen (2050),2050,230000.0,APARTMENT,APARTMENT,sale,1.0,75.0,0,0,0,,,,,0,GOOD
20657920,BRECHT,2960,1099000.0,HOUSE,HOUSE,sale,6.0,619.0,1,0,1,62.0,1460.0,1841.0,4.0,0,GOOD
20497692,Antwerpen,2000,499000.0,APARTMENT,APARTMENT,sale,3.0,134.0,1,0,1,,,,2.0,0,JUST_RENOVATED
20104192,WERCHTER,3118,279.5,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
11173335,Eupen,4700,275.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20203660,ANS,4430,223.5,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20655062,Gentbrugge,9050,455000.0,HOUSE,HOUSE,sale,3.0,130.0,1,0,0,,60.0,250.0,3.0,0,GOOD
20658292,Oostduinkerke (Koksijde),8670,445000.0,APARTMENT,APARTMENT,sale,2.0,80.0,0,0,0,,,,2.0,0,
20484683,Liege,4000,289000.0,HOUSE,HOUSE,sale,3.0,132.0,1,0,0,30.0,,107.0,2.0,0,GOOD
20558161,RHODE-SAINT-GENÈSE,1640,499000.0,HOUSE,HOUSE,sale,4.0,157.0,0,0,0,30.0,60.0,0.0,5.0,0,
20661623,Kapellen,2950,770000.0,HOUSE,VILLA,sale,3.0,236.0,1,0,1,25.0,,2355.0,4.0,1,AS_NEW
