Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of good,Number of facades,Swimming pool,State of building
20525885,Kontich,2550,695000.0,APARTMENT,APARTMENT,sale,3.0,160.0,0,0,0,90.0,,,,0,GOOD
20642664,Eeklo,9900,819000.0,HOUSE,VILLA,sale,6.0,334.0,1,0,0,,300.0,1032.0,4.0,1,AS_NEW
20651526,Viane,9500,193000.0,HOUSE,HOUSE,sale,2.0,99.0,1,0,0,15.0,,137.0,3.0,0,
20657400,Jette,1090,625000.0,HOUSE,HOUSE,sale,5.0,233.0,1,0,0,15.0,200.0,250.0,2.0,0,AS_NEW
20659223,Erembodegem,9320,265000.0,APARTMENT,APARTMENT,sale,2.0,82.0,0,0,0,9.0,,,,0,GOOD
20661287,DIEST,3290,387000.0,APARTMENT,APARTMENT,sale,3.0,113.0,1,0,0,23.0,,,4.0,0,
20656973,Brugge,8200,360000.0,HOUSE,HOUSE,sale,3.0,223.0,1,0,0,40.0,120.0,248.0,2.0,0,TO_BE_DONE_UP
20641702,Malmedy,4960,489000.0,HOUSE,TOWN_HOUSE,sale,5.0,493.0,0,0,0,,,2000.0,4.0,0,
20637607,Maldegem,9990,795000.0,HOUSE,HOUSE,sale,4.0,251.0,0,0,0,,,0.0,4.0,0,AS_NEW
20656122,Ixelles,1050,975000.0,APARTMENT,APARTMENT,sale,3.0,170.0,1,0,0,,,,2.0,0,GOOD
20653300,ZOTTEGEM,9620,250000.0,HOUSE,HOUSE,sale,2.0,110.0,1,0,0,,,512.0,17.0,0,GOOD
11225765,Woluwe-Saint-Lambert,1200,360.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20622179,Sint-jans-molenbeek (Sint-Jans-Molenbeek),1080,190000.0,APARTMENT,APARTMENT,sale,2.0,76.0,0,0,0,2.0,,,3.0,0,
20661854,Knokke-Heist,8301,669000.0,APARTMENT,APARTMENT,sale,2.0,68.0,0,0,0,,,,,0,GOOD
20663631,Laeken,1020,230000.0,APARTMENT,APARTMENT,sale,2.0,60.0,1,0,0,4.0,,,2.0,0,GOOD
20650352,Koksijde,8670,546500.0,APARTMENT,APARTMENT,sale,2.0,105.0,0,0,0,16.0,,,,0,AS_NEW
20653872,SINT-PIETERS-WOLUWE,1150,2250000.0,HOUSE,APARTMENT_BLOCK,sale,8.0,485.0,1,0,1,,,1900.0,4.0,0,GOOD
20643042,ARENDONK,2370,349000.0,HOUSE,HOUSE,sale,3.0,108.0,1,0,0,,,120.0,2.0,0,AS_NEW
10683225,Wijgmaal,3018,413986.0,HOUSE,HOUSE,sale,3.0,180.0,0,0,0,,,1025.0,10.0,0,
20664595,Bruxelles,1000,1195000.0,APARTMENT,APARTMENT,sale,2.0,221.0,1,0,0,5.0,,,2.0,0,JUST_RENOVATED
20549388,Gent,9000,625000.0,APARTMENT,DUPLEX,sale,3.0,137.0,0,0,0,,,,,0,GOOD
20658015,Antwerpen,2060,1364000.0,APARTMENT,PENTHOUSE,sale,4.0,276.0,1,0,0,173.0,,,2.0,0,AS_NEW
20628467,GERAARDSBERGEN,9500,165000.0,HOUSE,HOUSE,sale,3.0,138.0,1,0,0,,,360.0,4.0,0,TO_RENOVATE
20509015,LIER,2500,260000.0,APARTMENT,APARTMENT,sale,1.0,75.0,1,0,0,5.0,,,2.0,0,
20636114,Blaasveld,2830,428000.0,HOUSE,TOWN_HOUSE,sale,3.0,209.0,0,0,0,,,285.0,2.0,0,
20641369,Izegem,8870,169000.0,HOUSE,HOUSE,sale,3.0,173.0,0,0,0,,,215.0,,0,TO_RENOVATE
20448273,Woluwe-Saint-Pierre,1150,990000.0,HOUSE,HOUSE,sale,7.0,305.0,1,0,0,,1.0,520.0,4.0,0,TO_RENOVATE
20647845,Saint-Mard,6762,420000.0,HOUSE,HOUSE,sale,3.0,115.0,1,0,0,,,657.0,4.0,0,GOOD
20557230,Gent,9000,1249000.0,HOUSE,APARTMENT_BLOCK,sale,8.0,350.0,1,0,0,9.0,,214.0,3.0,0,GOOD
20643257,MECHELEN,2800,265000.0,APARTMENT,APARTMENT,sale,2.0,78.0,1,0,0,17.0,,,61.0,0,GOOD
20163071,Izegem,8870,180000.0,APARTMENT,APARTMENT,sale,2.0,69.0,1,0,0,,,,,0,GOOD
20650916,Bertem,3060,349000.0,HOUSE,HOUSE,sale,3.0,200.0,0,0,0,15.0,100.0,253.0,9.0,0,TO_BE_DONE_UP
20652731,Lasne,1380,640000.0,HOUSE,HOUSE,sale,6.0,310.0,1,0,0,30.0,1100.0,1487.0,3.0,0,GOOD
20265120,Waremme,4300,395000.0,HOUSE,HOUSE,sale,4.0,185.0,1,0,0,50.0,185.0,379.0,2.0,0,GOOD
20481855,Uccle,1180,1790000.0,HOUSE,HOUSE,sale,5.0,344.0,0,0,0,65.0,150.0,800.0,2.0,1,GOOD
20013079,Oostende,8400,335.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20652280,Antwerpen,2100,255000.0,APARTMENT,APARTMENT,sale,2.0,72.0,0,0,0,,,,3.0,0,AS_NEW
20556498,Seraing,4100,299000.0,HOUSE,BUNGALOW,sale,2.0,115.0,1,0,0,12.0,,394.0,3.0,0,AS_NEW
20606053,LIEDEKERKE,1770,344000.0,APARTMENT,APARTMENT,sale,2.0,103.0,1,0,0,13.0,,,4.0,0,
20653566,Izegem,8870,325000.0,HOUSE,HOUSE,sale,4.0,234.0,0,0,0,,,410.0,3.0,0,TO_BE_DONE_UP
20663483,Fleurus,6220,225.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20659171,Knokke-Zoute,8300,895000.0,HOUSE,HOUSE,sale,4.0,158.0,0,0,0,,,166.0,,0,JUST_RENOVATED
20441972,Sint-Lievens-Houtem,9520,350000.0,HOUSE,HOUSE,sale,3.0,458.0,1,0,0,,266.0,670.0,2.0,0,TO_RENOVATE
20659563,Evere,1140,199000.0,APARTMENT,APARTMENT,sale,2.0,60.0,1,0,0,,,,2.0,0,TO_RENOVATE
20654486,Forest,1190,329000.0,APARTMENT,APARTMENT,sale,2.0,80.0,1,0,0,7.0,,,2.0,0,GOOD
20618288,Geraardsbergen,9500,275000.0,HOUSE,HOUSE,sale,4.0,151.0,1,0,0,20.0,,98.0,2.0,0,AS_NEW
20595649,Roeselare,8800,184900.0,APARTMENT,APARTMENT,sale,2.0,79.0,0,0,0,,,,,0,JUST_RENOVATED
20528117,Jambes,5100,255.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20663341,Bonheiden,2820,595000.0,HOUSE,VILLA,sale,3.0,150.0,1,0,0,20.0,1550.0,1649.0,4.0,0,GOOD
20576181,Estaimpuis Leers-Nord,7730,219000.0,HOUSE,HOUSE,sale,3.0,154.0,1,0,0,20.0,95.0,249.0,2.0,0,GOOD
20650493,Gent,9000,206000.0,APARTMENT,KOT,sale,0.0,27.0,0,0,0,,,,,0,AS_NEW
20589491,Herstal,4040,329000.0,HOUSE,HOUSE,sale,3.0,290.0,1,0,0,18.0,219.0,361.0,3.0,0,GOOD
20110677,AUVELAIS,5060,159000.0,APARTMENT,APARTMENT,sale,1.0,57.0,1,0,0,5.0,,,3.0,0,GOOD
20648454,Deinze Astene,9800,445000.0,HOUSE,HOUSE,sale,4.0,217.0,1,0,0,,,275.0,3.0,0,AS_NEW
20663540,Elsene,1050,799.0,HOUSE_GROUP,HOUSE_GROUP,sale,,,0,0,0,,,,,0,
20659232,Rekem,3621,134900.0,HOUSE,MIXED_USE_BUILDING,sale,2.0,50.0,0,1,0,12.0,,411.0,,0,JUST_RENOVATED
20653309,LESSINES,7860,625000.0,HOUSE,MIXED_USE_BUILDING,sale,7.0,510.0,1,0,1,40.0,1000.0,1057.0,,1,GOOD
20493516,Knokke,8300,649500.0,APARTMENT,APARTMENT,sale,4.0,129.0,1,0,0,,,,,0,GOOD
20659806,Gent,9000,327500.0,APARTMENT,APARTMENT,sale,2.0,76.0,0,0,0,12.0,,,,0,GOOD
20657511,ZOERSEL,2980,475000.0,HOUSE,VILLA,sale,5.0,185.0,1,0,1,40.0,1719.0,1955.0,4.0,0,TO_RENOVATE
20649245,Wezembeek-Oppem,1970,480000.0,APARTMENT,APARTMENT,sale,4.0,155.0,1,0,0,16.0,,,,0,TO_BE_DONE_UP
20533864,RÈVES,6210,74900.0,HOUSE,HOUSE,sale,3.0,157.0,0,0,0,10.0,,95.0,2.0,0,TO_RENOVATE
20659241,Haillot,5351,315000.0,HOUSE,HOUSE,sale,5.0,172.0,1,0,0,,,1061.0,3.0,0,GOOD
20558501,BERCHEM,2600,425000.0,APARTMENT,APARTMENT,sale,3.0,132.0,1,0,0,30.0,,,2.0,0,
20523726,Roeselare,8800,124000.0,HOUSE,HOUSE,sale,2.0,125.0,0,0,0,,,114.0,,0,TO_RENOVATE
20656276,Middelkerke,8430,199000.0,APARTMENT,FLAT_STUDIO,sale,1.0,23.0,0,0,0,,,,,0,JUST_RENOVATED
20653227,Jalhay,4845,440000.0,APARTMENT,APARTMENT,sale,3.0,160.0,0,0,0,,,,,0,
20657134,LEOPOLDSBURG,3970,199.9,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20627333,Lierde,9570,445000.0,HOUSE,HOUSE,sale,3.0,178.0,0,0,0,,,901.0,9.0,0,GOOD
20387202,Tongeren,3700,349000.0,HOUSE,HOUSE,sale,3.0,170.0,1,0,1,38.0,2470.0,3406.0,4.0,0,GOOD
20133329,Knokke-Zoute,8300,2375000.0,APARTMENT,APARTMENT,sale,2.0,105.0,0,0,0,,,,4.0,0,AS_NEW
20663440,BRUSSEL,1000,405000.0,APARTMENT,APARTMENT,sale,1.0,64.0,1,1,0,,,,2.0,0,GOOD
20654539,Antwerpen,2020,245000.0,APARTMENT,KOT,sale,3.0,97.0,0,0,0,,,,3.0,0,
20519637,Kraainem,1950,1100000.0,HOUSE,VILLA,sale,4.0,,1,0,1,15.0,440.0,840.0,3.0,1,AS_NEW
20649206,Drongen,9031,350000.0,HOUSE,HOUSE,sale,3.0,122.0,0,0,0,,530.0,668.0,4.0,0,TO_BE_DONE_UP
20645735,De Panne,8660,249000.0,APARTMENT,APARTMENT,sale,2.0,,0,0,0,,,,,0,GOOD
20645592,BRECHT,2960,319000.0,HOUSE,HOUSE,sale,5.0,182.0,1,0,1,,,1103.0,3.0,0,TO_RENOVATE
20654220,Zandhoven,2240,360000.0,APARTMENT,DUPLEX,sale,2.0,95.0,0,0,0,15.0,,,,0,AS_NEW
20604355,Moen,8552,299000.0,HOUSE,HOUSE,sale,4.0,323.0,0,0,0,,,425.0,,1,GOOD
20625737,Roeselare,8800,299000.0,HOUSE,HOUSE,sale,4.0,162.0,0,0,0,,,301.0,4.0,0,GOOD
20405619,Blankenberge,8370,395000.0,APARTMENT,APARTMENT,sale,2.0,78.0,0,0,0,,,,,0,GOOD
20553713,BERCHEM,2600,294900.0,APARTMENT,APARTMENT,sale,3.0,100.0,1,0,0,3.0,,,,0,GOOD
20663047,Knokke-Heist,8300,795000.0,APARTMENT,APARTMENT,sale,2.0,79.0,0,0,0,,,,,0,GOOD
20659991,PETEGEM-AAN-DE-LEIE,9800,185000.0,APARTMENT,APARTMENT,sale,2.0,76.0,1,0,0,2.0,,,2.0,0,TO_BE_DONE_UP
20618283,Vilvoorde,1800,449000.0,HOUSE,HOUSE,sale,3.0,160.0,0,0,0,,,375.0,,0,TO_BE_DONE_UP
20661664,Steenokkerzeel,1820,347000.0,HOUSE,HOUSE,sale,4.0,160.0,1,0,0,,450.0,736.0,3.0,0,GOOD
20663984,Jumet,6040,219000.0,HOUSE,HOUSE,sale,3.0,180.0,0,0,0,,,0.0,2.0,0,
20648948,Ekeren,2180,237500.0,APARTMENT,APARTMENT,sale,2.0,85.0,0,0,0,5.0,,,2.0,0,AS_NEW
20650549,Tienen,3300,319000.0,HOUSE,HOUSE,sale,3.0,157.0,0,0,0,16.0,205.0,315.0,2.0,0,AS_NEW
20624186,HALLE,1500,340000.0,APARTMENT,APARTMENT,sale,2.0,97.0,1,0,0,12.0,,,2.0,0,GOOD
20663356,Herstal,4040,159000.0,HOUSE,HOUSE,sale,2.0,77.0,1,0,0,,,0.0,3.0,0,GOOD
20643436,Wijnegem,2110,790000.0,HOUSE,HOUSE,sale,4.0,274.0,0,0,0,15.0,,1200.0,4.0,0,GOOD
20661902,GOSSELIES,6041,249000.0,HOUSE,HOUSE,sale,3.0,160.0,1,0,1,27.0,550.0,672.0,2.0,0,JUST_RENOVATED
20643816,GEEL,2440,289000.0,APARTMENT,APARTMENT,sale,1.0,71.0,0,0,0,8.0,,,2.0,0,AS_NEW
20117837,Bertrix,6880,279.9,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20479760,ITEGEM,2222,235000.0,HOUSE,HOUSE,sale,3.0,177.0,1,0,0,,,330.0,4.0,0,TO_RENOVATE
20647690,Aalter,9880,490000.0,HOUSE,HOUSE,sale,3.0,195.0,0,0,0,4.0,,0.0,,0,GOOD
20654501,Clabecq,1480,375000.0,HOUSE,HOUSE,sale,4.0,212.0,0,0,0,,,508.0,3.0,0,
20649152,Namur,5000,286000.0,APARTMENT,APARTMENT,sale,3.0,117.0,1,0,0,15.0,,,2.0,0,AS_NEW
20654405,Hasselt,3500,690000.0,HOUSE,VILLA,sale,5.0,286.0,1,0,0,,,1479.0,4.0,0,AS_NEW
20658384,Spiere-Helkijn,8587,295000.0,HOUSE,HOUSE,sale,5.0,298.0,0,0,0,,,952.0,4.0,0,TO_RENOVATE
20611075,Hamme,9220,325000.0,HOUSE,HOUSE,sale,4.0,197.0,0,0,0,,,140.0,,0,GOOD
20659260,Nieuwpoort,8620,299000.0,APARTMENT,APARTMENT,sale,1.0,50.0,1,0,0,,,,,0,JUST_RENOVATED
20537610,Uccle,1180,325.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20506152,PERWEZ,1360,235000.0,HOUSE,HOUSE,sale,1.0,115.0,1,0,0,5.0,225.0,340.0,2.0,0,TO_RENOVATE
20654160,MELLE,9090,595000.0,HOUSE,HOUSE,sale,5.0,210.0,1,0,0,24.0,1025.0,1209.0,3.0,0,
20644860,Vosselaar,2350,295000.0,APARTMENT,APARTMENT,sale,4.0,,1,0,0,,,,3.0,0,GOOD
20660139,Uccle,1180,1690000.0,HOUSE,VILLA,sale,4.0,270.0,1,0,0,30.0,900.0,1000.0,4.0,0,GOOD
20567702,Flémalle,4400,388000.0,HOUSE,APARTMENT_BLOCK,sale,4.0,304.0,0,0,0,39.0,,594.0,3.0,0,
20272232,Leopoldsburg,3970,372.0,HOUSE_GROUP,HOUSE_GROUP,sale,,,0,0,0,,,,,0,
20662107,Ninove,9400,501513.0,HOUSE,HOUSE,sale,5.0,232.0,1,0,0,,,273.0,2.0,0,AS_NEW
20649321,Leopoldsburg,3970,499000.0,HOUSE,HOUSE,sale,3.0,174.0,0,0,0,,,723.0,4.0,0,
20655212,Oudenaarde,9700,190000.0,APARTMENT,SERVICE_FLAT,sale,1.0,52.0,1,0,0,4.0,,,,0,GOOD
20647997,Antwerpen,2018,229000.0,APARTMENT,APARTMENT,sale,1.0,,1,0,0,,,,2.0,0,GOOD
20651516,Rochefort,5580,149000.0,APARTMENT,APARTMENT,sale,2.0,95.0,1,0,0,,,,3.0,0,TO_BE_DONE_UP
20661958,Schaerbeek,1030,195000.0,APARTMENT,GROUND_FLOOR,sale,1.0,70.0,0,0,0,,60.0,,,0,GOOD
20648356,Ixelles,1050,1500000.0,HOUSE,EXCEPTIONAL_PROPERTY,sale,4.0,337.0,1,0,0,,209.0,291.0,2.0,0,TO_BE_DONE_UP
20634218,Brugge,8000,240000.0,HOUSE,HOUSE,sale,2.0,103.0,1,0,0,,,155.0,2.0,0,TO_RENOVATE
20132184,Grimbergen,1850,379000.0,HOUSE,TOWN_HOUSE,sale,3.0,165.0,1,0,0,,220.0,310.0,3.0,0,TO_RENOVATE
20649035,De Haan,8420,375000.0,APARTMENT,PENTHOUSE,sale,2.0,55.0,1,1,0,35.0,,,2.0,0,AS_NEW
20326553,Oostende,8400,325000.0,HOUSE,HOUSE,sale,4.0,164.0,0,0,0,,20.0,101.0,2.0,0,
20182469,Leuven,3000,395000.0,APARTMENT,APARTMENT,sale,2.0,84.0,0,0,0,,,,2.0,0,
20660256,Wondelgem,9032,367000.0,APARTMENT,APARTMENT,sale,2.0,94.0,0,0,0,16.0,,,,0,GOOD
20577765,Zedelgem,8210,439000.0,HOUSE,HOUSE,sale,3.0,162.0,0,0,0,,,931.0,,0,TO_RENOVATE
20664190,Hamme (9220),9220,340.0,HOUSE_GROUP,HOUSE_GROUP,sale,,,0,0,0,,,,,0,
20632852,HENNUYÈRES,7090,525000.0,HOUSE,HOUSE,sale,4.0,260.0,1,0,0,55.0,140.0,659.0,4.0,0,JUST_RENOVATED
20657458,Ieper,8900,198000.0,APARTMENT,APARTMENT,sale,1.0,62.0,0,0,0,,,,,0,GOOD
20663552,Brussel,1000,399.0,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20649990,GEEL,2440,489000.0,HOUSE,HOUSE,sale,3.0,184.0,0,0,0,,,13723.0,4.0,0,TO_RENOVATE
20655748,LEOPOLDSBURG,3970,330000.0,HOUSE,HOUSE,sale,3.0,145.0,1,0,0,,227.0,419.0,3.0,0,
20620231,Kraainem,1950,435000.0,HOUSE,HOUSE,sale,3.0,165.0,1,0,0,35.0,1.0,335.0,3.0,0,TO_RENOVATE
20646393,LIÈGE,4020,169000.0,APARTMENT,APARTMENT,sale,2.0,100.0,0,0,0,13.0,,,,0,JUST_RENOVATED
20647606,Rebecq,1430,295000.0,HOUSE,HOUSE,sale,2.0,114.0,0,0,0,,,880.0,4.0,0,
20654780,Lommel,3920,295000.0,APARTMENT,DUPLEX,sale,3.0,128.0,1,0,0,,,,2.0,0,GOOD
20489742,Wavre,1300,350000.0,APARTMENT,APARTMENT,sale,2.0,90.0,1,0,0,20.0,,,,0,JUST_RENOVATED
20536499,BERCHEM,2600,349000.0,APARTMENT,APARTMENT,sale,3.0,133.0,1,0,0,26.0,,,,0,TO_BE_DONE_UP
20609064,IZEGEM,8870,160000.0,HOUSE,HOUSE,sale,3.0,151.0,1,0,0,,,0.0,2.0,0,TO_RENOVATE
20662441,Herstal,4041,265000.0,HOUSE,HOUSE,sale,4.0,101.0,1,0,0,15.0,50.0,381.0,2.0,0,JUST_RENOVATED
20528402,MOLENBEEK-SAINT-JEAN,1080,222500.0,APARTMENT,APARTMENT,sale,1.0,60.0,1,0,0,5.0,,,2.0,0,AS_NEW
20647497,Waregem Desselgem,8792,355000.0,HOUSE,BUNGALOW,sale,3.0,130.0,1,0,0,,,509.0,4.0,0,GOOD
20660771,Oostende,8400,265000.0,APARTMENT,APARTMENT,sale,2.0,71.0,0,0,0,5.0,,,,0,GOOD
20650888,Geraardsbergen,9500,310402.0,HOUSE,HOUSE,sale,4.0,150.0,0,0,0,,,628.0,3.0,0,AS_NEW
20642852,OUD-TURNHOUT,2360,317130.0,APARTMENT,APARTMENT,sale,2.0,93.0,1,0,0,20.0,,,2.0,0,
20577003,Moircy,6800,96000.0,APARTMENT,APARTMENT,sale,1.0,56.0,1,0,0,,200.0,,,0,
20580339,Aalst (9300),9300,232000.0,APARTMENT,APARTMENT,sale,1.0,61.0,0,0,0,7.0,,,,0,GOOD
20210712,Ixelles,1050,554000.0,APARTMENT,GROUND_FLOOR,sale,1.0,95.0,1,0,0,16.0,,,2.0,0,AS_NEW
20662953,Duinbergen,8301,525000.0,APARTMENT,APARTMENT,sale,5.0,118.0,1,1,0,,,,3.0,0,TO_RENOVATE
20662723,Waremme,4300,239000.0,HOUSE,HOUSE,sale,2.0,110.0,0,0,0,15.0,,213.0,3.0,0,
20518092,Spa,4900,233500.0,APARTMENT,APARTMENT,sale,2.0,95.0,0,0,0,,,,,0,
20622447,Lessines,7860,265000.0,APARTMENT,APARTMENT,sale,2.0,95.0,0,0,0,30.0,,,2.0,0,GOOD
20655127,SENEFFE,7180,347000.0,APARTMENT,APARTMENT,sale,2.0,90.0,0,0,0,,74.0,,,0,
20659156,Zottegem,9620,209000.0,HOUSE,HOUSE,sale,4.0,157.0,0,0,0,,,178.0,6.0,0,TO_RENOVATE
20438661,Evere,1140,329000.0,APARTMENT,APARTMENT,sale,2.0,90.0,1,0,0,,,,2.0,0,GOOD
20644917,Oostende,8400,279000.0,HOUSE,HOUSE,sale,5.0,255.0,0,0,0,17.0,,105.0,,0,GOOD
20648642,Braine-l'Alleud,1420,1495000.0,HOUSE,VILLA,sale,8.0,650.0,1,0,1,50.0,1000.0,1360.0,4.0,1,
20648329,Lendelede (Lendelede),8860,179000.0,HOUSE,HOUSE,sale,3.0,107.0,0,0,0,,,241.0,2.0,0,
20588764,Angleur,4031,359000.0,HOUSE,HOUSE,sale,5.0,149.0,1,0,0,28.0,,135.0,3.0,0,GOOD
20656755,Brugge,8000,765000.0,HOUSE,MANSION,sale,4.0,240.0,1,0,1,12.0,24.0,130.0,2.0,0,GOOD
20595093,Gent,9000,645000.0,HOUSE,MANSION,sale,6.0,258.0,0,0,0,13.0,67.0,138.0,2.0,0,TO_RENOVATE
20642873,Hasselt,3500,389000.0,HOUSE,TOWN_HOUSE,sale,3.0,205.0,1,0,0,,150.0,219.0,2.0,0,TO_BE_DONE_UP
20565652,BERCHEM,2600,299000.0,APARTMENT,APARTMENT,sale,3.0,120.0,1,0,1,,,,,0,GOOD
20566302,Schaerbeek,1030,295000.0,APARTMENT,APARTMENT,sale,2.0,84.0,1,0,0,6.0,,,2.0,0,AS_NEW
20382428,Woluwe-Saint-Pierre,1150,2300000.0,HOUSE,HOUSE,sale,6.0,475.0,1,0,0,30.0,2300.0,2450.0,3.0,0,TO_BE_DONE_UP
20480205,Blankenberge,8370,99000.0,HOUSE,HOUSE,sale,3.0,140.0,1,0,0,20.0,,63.0,2.0,0,TO_RENOVATE
20610870,Pont-à-Celles,6230,349900.0,HOUSE,MIXED_USE_BUILDING,sale,6.0,325.0,1,0,0,,750.0,1000.0,3.0,0,GOOD
20658182,Gent,9000,159800.0,APARTMENT,KOT,sale,0.0,17.0,0,0,0,,,,,0,AS_NEW
20655808,Gent,9000,425000.0,APARTMENT,PENTHOUSE,sale,2.0,118.0,1,0,0,11.0,,,,0,AS_NEW
20645337,Westerlo (Westerlo),2260,395000.0,HOUSE,HOUSE,sale,0.0,394.0,0,0,0,,,850.0,4.0,0,
20556204,Brugge,8000,675000.0,HOUSE,HOUSE,sale,4.0,295.0,0,0,0,,,299.0,2.0,0,AS_NEW
20415236,FLEURUS,6220,150000.0,APARTMENT,APARTMENT,sale,2.0,106.0,1,0,0,,,,2.0,0,GOOD
20645809,Molenbeek-Saint-Jean,1080,260000.0,APARTMENT,APARTMENT,sale,2.0,83.0,0,0,0,,,,2.0,0,GOOD
20613502,Seraing,4100,159000.0,HOUSE,HOUSE,sale,4.0,139.0,1,0,0,,,74.0,2.0,0,TO_BE_DONE_UP
20407905,Uccle,1180,495000.0,HOUSE,HOUSE,sale,3.0,140.0,1,0,0,32.0,75.0,125.0,2.0,0,TO_RENOVATE
20648960,Bruxelles,1000,649000.0,APARTMENT,DUPLEX,sale,3.0,152.0,1,0,0,30.0,70.0,,2.0,0,GOOD
20649373,Mullem,9700,525000.0,HOUSE,HOUSE,sale,3.0,190.0,0,0,0,35.0,,2616.0,4.0,0,GOOD
20147879,Mechelen,2800,719600.0,APARTMENT,DUPLEX,sale,3.0,152.0,1,0,0,56.0,,,3.0,0,AS_NEW
20648837,Antwerpen,2018,330000.0,HOUSE,MIXED_USE_BUILDING,sale,2.0,86.0,0,0,0,,,0.0,,0,
20537973,Enghien,7850,228612.0,APARTMENT,APARTMENT,sale,1.0,63.0,1,0,0,2.0,,,2.0,0,AS_NEW
20585421,Lessines,7860,88000.0,HOUSE,HOUSE,sale,2.0,110.0,0,0,1,,,90.0,,0,TO_RENOVATE
20647534,Verviers,4800,520000.0,APARTMENT,APARTMENT,sale,3.0,160.0,0,0,0,25.0,,,4.0,0,
20659645,ANTWERPEN,2060,264000.0,APARTMENT,APARTMENT,sale,1.0,49.0,1,0,0,8.0,,,3.0,0,GOOD
20166238,MECHELEN,2800,369000.0,HOUSE,HOUSE,sale,3.0,143.0,0,0,0,,,730.0,,0,TO_RENOVATE
20635539,Rumst,2840,264.7,APARTMENT_GROUP,APARTMENT_GROUP,sale,,,0,0,0,,,,,0,
20396090,Oostende,8400,399999.0,APARTMENT,APARTMENT,sale,2.0,80.0,0,0,0,2.0,2.0,,,0,GOOD
20498875,Ans Alleur,4432,265000.0,HOUSE,HOUSE,sale,2.0,137.0,1,0,0,12.0,485.0,543.0,3.0,0,TO_RENOVATE
20658172,Bredene,8450,249000.0,HOUSE,HOUSE,sale,4.0,182.0,0,0,0,,,140.0,,0,GOOD
20657801,Bilzen,3740,499000.0,HOUSE,MIXED_USE_BUILDING,sale,2.0,250.0,1,0,0,,,1089.0,,0,
11484323,Knokke,8300,1650000.0,APARTMENT,APARTMENT,sale,3.0,106.0,0,0,0,,,,,0,AS_NEW
20657643,Deinze Astene,9800,385000.0,APARTMENT,DUPLEX,sale,3.0,130.0,0,0,0,5.0,,,,0,AS_NEW
20497956,Ardooie,8850,287500.0,APARTMENT,APARTMENT,sale,2.0,95.0,1,0,0,,,,,0,GOOD
20612780,DUFFEL,2570,215000.0,APARTMENT,APARTMENT,sale,2.0,75.0,1,0,0,2.0,,,6.0,0,TO_BE_DONE_UP
20215942,COUVIN,5660,139900.0,HOUSE,APARTMENT_BLOCK,sale,3.0,96.0,0,0,0,,,63.0,2.0,0,TO_RENOVATE
20659947,Vosselaar,2350,395000.0,HOUSE,HOUSE,sale,2.0,216.0,1,0,1,,,470.0,3.0,0,GOOD
20650555,Auderghem,1160,445000.0,HOUSE,HOUSE,sale,4.0,151.0,1,0,0,20.0,70.0,155.0,2.0,0,TO_RENOVATE
20131172,Saint-Josse-ten-Noode,1210,174500.0,APARTMENT,FLAT_STUDIO,sale,0.0,30.0,1,0,0,,,,2.0,0,AS_NEW
20649069,NEUVILLE-EN-CONDROZ,4121,339000.0,HOUSE,HOUSE,sale,2.0,112.0,1,0,0,,,1052.0,3.0,0,AS_NEW
20491291,Gent,9000,249000.0,APARTMENT,APARTMENT,sale,1.0,61.0,1,0,0,,,,2.0,0,GOOD
20581645,Gent,9000,454250.0,APARTMENT,DUPLEX,sale,3.0,124.0,1,0,0,25.0,,,2.0,0,AS_NEW
20655297,Knokke-Heist,8300,2440000.0,HOUSE,VILLA,sale,14.0,663.0,0,0,0,,,1515.0,,0,AS_NEW
20659553,Braine-le-Château,1440,649000.0,HOUSE,VILLA,sale,3.0,192.0,0,0,0,100.0,450.0,885.0,4.0,1,GOOD
20416087,Dilbeek,1702,355000.0,HOUSE,HOUSE,sale,3.0,145.0,1,0,0,10.0,20.0,103.0,3.0,0,GOOD
20559295,Jette,1090,150000.0,APARTMENT,APARTMENT,sale,1.0,42.0,1,0,0,5.0,,,2.0,0,TO_RENOVATE
20651261,Harelbeke,8530,297000.0,HOUSE,HOUSE,sale,3.0,143.0,0,0,0,,,575.0,,0,
20154711,Gent,9000,350000.0,HOUSE,HOUSE,sale,3.0,160.0,0,0,0,,,80.0,4.0,0,
20610694,Antwerpen,2170,39.9,APARTMENT,APARTMENT,sale,1.0,94.0,1,0,0,30.0,,,2.0,0,TO_RENOVATE
