id,type,subtype,postal_code,locality,price,rooms_cnt,area,immo_url,Type of sale,Kitchen type,Terrace surface,Garden surface,Swimming pool,Furnished,Open fire,Building condition,Number of frontages,Surface of good,Construction year
20663138,apartment,apartment-block,1070,Anderlecht,549000,5.0,320.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/20663138,For sale,,1.0,37.0,0,0,0,Good,2.0,37.0,1880.0
20648228,house,house,9190,STEKENE,368000,3.0,175.0,https://www.immoweb.be/en/classified/house/for-sale/stekene/9190/20648228,For sale,Installed,20.0,,0,0,0,Good,3.0,501.0,1998.0
20663967,house,house,4102,Seraing,209000,4.0,245.0,https://www.immoweb.be/en/classified/house/for-sale/seraing/4102/20663967,For sale,Installed,36.0,63.0,0,1,0,Good,3.0,245.0,1874.0
20670574,apartment,penthouse,1200,Woluwe-Saint-Lambert,700000,3.0,150.0,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20670574,For sale,Installed,35.0,,0,0,0,As new,3.0,,2002.0
20672260,apartment,apartment,1050,IXELLES,995000,3.0,219.0,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20672260,For sale,USA hyper equipped,15.0,,0,0,0,Good,2.0,,1952.0
20663060,house,house,2600,Berchem,800000,4.0,350.0,https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/20663060,For sale,,30.0,45.0,0,0,0,As new,4.0,170.0,1996.0
20663137,house,house,1070,Anderlecht,549000,5.0,320.0,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20663137,For sale,,1.0,37.0,0,0,0,Good,2.0,37.0,1880.0
20663865,house,house,4042,Herstal Liers,299000,5.0,186.0,https://www.immoweb.be/en/classified/house/for-sale/herstal-liers/4042/20663865,For sale,Semi equipped,32.0,406.0,0,0,0,Good,4.0,705.0,1939.0
20665532,apartment,apartment,2600,BERCHEM,239000,3.0,91.0,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20665532,For sale,Installed,4.0,,0,0,0,Good,,,
20663592,apartment,apartment,8400,Oostende,535000,2.0,82.0,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20663592,For sale,,36.0,,0,1,0,Good,,,2022.0
20668117,apartment,apartment,2100,DEURNE,279000,3.0,103.0,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20668117,For sale,Installed,8.0,,0,0,0,As new,3.0,,1990.0
20662064,apartment,apartment,8450,Bredene,245000,2.0,93.0,https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20662064,For sale,,8.0,,0,0,0,Good,,,2007.0
20669449,apartment,apartment,2570,DUFFEL,320000,2.0,103.0,https://www.immoweb.be/en/classified/apartment/for-sale/duffel/2570/20669449,For sale,Installed,,,0,0,0,Good,2.0,,1992.0
20672902,apartment,apartment,2000,ANTWERPEN,515000,2.0,116.0,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20672902,For sale,Installed,12.0,,0,0,0,Good,2.0,,2008.0
20662258,apartment,apartment,8400,Oostende,399000,2.0,121.0,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20662258,For sale,,71.0,,0,0,0,Good,,,1966.0
20666818,apartment,apartment,2660,HOBOKEN,235000,2.0,83.0,https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20666818,For sale,Installed,10.0,,0,0,0,Good,3.0,,2008.0
20671111,apartment,penthouse,1050,Ixelles,320000,2.0,94.0,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/20671111,For sale,Installed,20.0,,0,0,0,To be done up,2.0,,1930.0
20666982,house,house,4651,Battice,499000,4.0,209.0,https://www.immoweb.be/en/classified/house/for-sale/battice/4651/20666982,For sale,Installed,25.0,1750.0,0,0,0,To be done up,4.0,2427.0,1990.0
20661612,apartment,apartment,2060,ANTWERPEN,285000,3.0,109.0,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20661612,For sale,Semi equipped,3.0,,0,0,0,Good,2.0,,1965.0
20661520,apartment,flat-studio,1180,Uccle,200000,1.0,52.0,https://www.immoweb.be/en/classified/flat-studio/for-sale/uccle/1180/20661520,For sale,Installed,2.0,,0,0,0,To be done up,2.0,,1974.0
20668626,house,villa,1300,WAVRE,1145000,5.0,400.0,https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/20668626,For sale,Hyper equipped,20.0,1960.0,0,1,0,Good,4.0,2120.0,1918.0
20672710,apartment,apartment,1750,SINT-KWINTENS-LENNIK,334000,2.0,138.0,https://www.immoweb.be/en/classified/apartment/for-sale/sint-kwintens-lennik/1750/20672710,For sale,Semi equipped,17.0,,0,0,0,Good,2.0,,1930.0
20671082,apartment,apartment,2570,DUFFEL,198000,2.0,78.0,https://www.immoweb.be/en/classified/apartment/for-sale/duffel/2570/20671082,For sale,Semi equipped,2.0,,0,0,0,To be done up,,,1966.0
20669267,apartment,apartment,2300,TURNHOUT,365000,3.0,141.0,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20669267,For sale,Semi equipped,23.0,,0,0,0,Good,2.0,,2008.0
20670526,apartment,apartment,2610,WILRIJK,265000,3.0,120.0,https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20670526,For sale,Semi equipped,12.0,,0,0,0,To be done up,,,1971.0
20673478,house,mixed-use-building,9506,GERAARDSBERGEN,375000,4.0,256.0,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9506/20673478,For sale,Installed,65.0,84.0,0,0,0,Good,,266.0,1959.0
20670779,apartment,apartment,2600,BERCHEM,219900,3.0,99.0,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20670779,For sale,Installed,4.0,,0,0,0,Good,3.0,,1969.0
20667223,apartment,apartment,9052,Zwijnaarde,299000,2.0,78.0,https://www.immoweb.be/en/classified/apartment/for-sale/zwijnaarde/9052/20667223,For sale,Installed,4.0,20.0,0,0,0,To be done up,,,1979.0
20671866,apartment,apartment,1050,Ixelles,550000,3.0,156.0,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20671866,For sale,Installed,18.0,,0,0,0,To be done up,3.0,,1969.0
20657638,apartment,apartment,1050,Ixelles,770000,3.0,134.0,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20657638,For sale,Installed,14.0,200.0,0,0,0,As new,,,2014.0
20675579,house,villa,1790,Affligem,545000,3.0,165.0,https://www.immoweb.be/en/classified/villa/for-sale/affligem/1790/20675579,For sale,Installed,40.0,1600.0,0,0,0,To be done up,4.0,1799.0,1968.0
20657668,apartment,apartment,1050,Ixelles,570000,2.0,99.0,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20657668,For sale,Installed,9.0,400.0,0,1,0,As new,,,2015.0
20665444,apartment,apartment,2020,ANTWERPEN,175000,1.0,67.0,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/20665444,For sale,,2.0,,0,0,0,To be done up,2.0,,1957.0
20672658,house,house,1040,Etterbeek,849000,5.0,250.0,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20672658,For sale,Installed,16.0,77.0,0,0,0,Good,2.0,150.0,1930.0
20663755,house,house,1000,Brussel,799000,3.0,157.0,https://www.immoweb.be/en/classified/house/for-sale/brussel/1000/20663755,For sale,,24.0,62.0,0,0,0,New,2.0,,2026.0
20671854,apartment,flat-studio,1070,Anderlecht,258650,,44.0,https://www.immoweb.be/en/classified/flat-studio/for-sale/anderlecht/1070/20671854,For sale,Installed,6.0,,0,0,0,New,2.0,,2026.0
20663754,house,house,1000,Brussel,725000,4.0,151.0,https://www.immoweb.be/en/classified/house/for-sale/brussel/1000/20663754,For sale,,11.0,,0,0,0,New,2.0,,2026.0
20671858,apartment,flat-studio,1070,Anderlecht,305700,,51.0,https://www.immoweb.be/en/classified/flat-studio/for-sale/anderlecht/1070/20671858,For sale,Installed,5.0,,0,0,0,New,2.0,,
20671855,apartment,apartment,1070,Anderlecht,385000,3.0,80.0,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20671855,For sale,Installed,17.0,,0,0,0,New,2.0,,
20663753,house,house,1000,Brussel,690000,2.0,131.0,https://www.immoweb.be/en/classified/house/for-sale/brussel/1000/20663753,For sale,,18.0,37.0,0,0,0,New,2.0,,2026.0
20671856,apartment,flat-studio,1070,Anderlecht,288100,,49.0,https://www.immoweb.be/en/classified/flat-studio/for-sale/anderlecht/1070/20671856,For sale,Installed,6.0,,0,0,0,New,2.0,,
20663714,house,house,1000,Brussel,640000,3.0,138.0,https://www.immoweb.be/en/classified/house/for-sale/brussel/1000/20663714,For sale,,12.0,,0,0,0,New,2.0,,2026.0
20663731,house,house,1050,Elsene,1375000,6.0,215.0,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/20663731,For sale,,24.0,36.0,0,0,0,New,2.0,,2025.0
20663665,house,house,1050,Elsene,1350000,5.0,232.0,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/20663665,For sale,,21.0,21.0,0,0,0,New,2.0,,2025.0
20671852,apartment,kot,1070,Anderlecht,213600,,34.0,https://www.immoweb.be/en/classified/kot/for-sale/anderlecht/1070/20671852,For sale,,,,0,0,0,New,2.0,,2026.0
20671857,apartment,flat-studio,1070,Anderlecht,199900,,34.0,https://www.immoweb.be/en/classified/flat-studio/for-sale/anderlecht/1070/20671857,For sale,Installed,6.0,,0,0,0,New,2.0,,
20671853,apartment,kot,1070,Anderlecht,132350,,17.0,https://www.immoweb.be/en/classified/kot/for-sale/anderlecht/1070/20671853,For sale,,,,0,0,0,New,2.0,,2026.0
20663729,house,house,1050,Elsene,1200000,5.0,202.0,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/20663729,For sale,,9.0,20.0,0,0,0,New,2.0,,2025.0
20675794,house,villa,9700,Oudenaarde,689000,4.0,175.0,https://www.immoweb.be/en/classified/villa/for-sale/oudenaarde/9700/20675794,For sale,,14.0,,0,0,0,New,4.0,1206.0,2024.0
20672828,house,house,2970,'s Gravenwezel,519000,3.0,125.0,https://www.immoweb.be/en/classified/house/for-sale/schilde/2970/20672828,For sale,,,,0,0,0,New,,183.0,2025.0
20663733,house,house,1050,Elsene,1200000,5.0,207.0,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/20663733,For sale,,9.0,29.0,0,0,0,New,2.0,,2025.0
20675784,house,villa,9700,Oudenaarde,689000,4.0,175.0,https://www.immoweb.be/en/classified/villa/for-sale/oudenaarde/9700/20675784,For sale,,14.0,,0,0,0,New,4.0,1187.0,2024.0
20672829,house,house,2970,'s Gravenwezel,645000,3.0,146.0,https://www.immoweb.be/en/classified/house/for-sale/schilde/2970/20672829,For sale,,,,0,0,0,New,,101.0,2025.0
20675812,house,villa,9700,Oudenaarde,689000,4.0,175.0,https://www.immoweb.be/en/classified/villa/for-sale/oudenaarde/9700/20675812,For sale,,14.0,,0,0,0,New,4.0,1227.0,2024.0
20672830,house,house,2970,'s Gravenwezel,639000,4.0,164.0,https://www.immoweb.be/en/classified/house/for-sale/schilde/2970/20672830,For sale,,,,0,0,0,New,,245.0,2025.0
20675810,house,villa,9700,Oudenaarde,1150000,3.0,161.0,https://www.immoweb.be/en/classified/villa/for-sale/oudenaarde/9700/20675810,For sale,,14.0,,0,0,0,New,4.0,1096.0,2024.0
20672270,apartment,ground-floor,2100,DEURNE,275000,2.0,107.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/deurne/2100/20672270,For sale,Semi equipped,,,0,0,0,Good,3.0,,1970.0
20667154,house,house,2540,HOVE,519000,3.0,210.0,https://www.immoweb.be/en/classified/house/for-sale/hove/2540/20667154,For sale,Installed,,60.0,0,0,0,Just renovated,2.0,200.0,1960.0
20659779,apartment,ground-floor,1210,Saint-Josse-ten-Noode,545000,2.0,116.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/saint-josse-ten-noode/1210/20659779,For sale,Semi equipped,,22.0,0,0,0,As new,2.0,,1920.0
20673382,apartment,apartment,8540,Deerlijk,235000,2.0,108.0,https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/20673382,For sale,Installed,9.0,,0,0,0,Good,,,2018.0
20675461,apartment,apartment,9000,GENT,345000,2.0,90.0,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20675461,For sale,Installed,5.0,,0,0,0,Good,4.0,,1999.0
20673311,apartment,apartment,1070,Anderlecht,275000,3.0,120.0,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20673311,For sale,Installed,12.0,,0,0,0,Good,2.0,,2005.0
20662074,apartment,apartment,6700,ARLON,339000,2.0,80.0,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20662074,For sale,Hyper equipped,19.0,700.0,0,0,0,As new,,,2004.0
20673665,house,house,5555,BiГЁvre Oizy,185000,4.0,174.0,https://www.immoweb.be/en/classified/house/for-sale/bievre-oizy/5555/20673665,For sale,Not installed,,600.0,0,0,0,To be done up,4.0,798.0,1930.0
20671513,apartment,apartment,1040,Etterbeek,398000,2.0,88.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20671513,For sale,Hyper equipped,4.0,,0,0,0,Just renovated,3.0,,1961.0
20671511,apartment,apartment,1000,Brussels,398000,2.0,88.0,https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/20671511,For sale,Hyper equipped,4.0,,0,0,0,Just renovated,3.0,,1961.0
20672995,apartment,apartment,2060,ANTWERPEN,350000,4.0,145.0,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20672995,For sale,Semi equipped,30.0,,0,0,0,Good,2.0,,1963.0
20671178,apartment,apartment,2300,TURNHOUT,205000,3.0,133.0,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20671178,For sale,Semi equipped,,,0,0,0,Good,2.0,,1972.0
20675623,house,house,3120,TREMELO,535000,4.0,203.0,https://www.immoweb.be/en/classified/house/for-sale/tremelo/3120/20675623,For sale,Installed,40.0,260.0,0,0,0,Good,,696.0,1988.0
20665204,house,villa,6280,VILLERS-POTERIE,299000,3.0,95.0,https://www.immoweb.be/en/classified/villa/for-sale/villers-poterie/6280/20665204,For sale,Installed,15.0,250.0,0,0,0,As new,4.0,570.0,1990.0
20674742,house,house,1500,HALLE,340000,3.0,123.0,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/20674742,For sale,Installed,,,0,0,0,To be done up,2.0,192.0,1930.0
20663164,apartment,apartment,1180,Uccle,380000,2.0,88.0,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20663164,For sale,Hyper equipped,3.0,300.0,0,0,0,Good,2.0,,1952.0
20673485,apartment,apartment,9500,GERAARDSBERGEN,175000,1.0,58.0,https://www.immoweb.be/en/classified/apartment/for-sale/geraardsbergen/9500/20673485,For sale,Installed,,,0,0,0,Good,,,2010.0
20672791,apartment,apartment-block,1750,SINT-KWINTENS-LENNIK,698000,5.0,297.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/sint-kwintens-lennik/1750/20672791,For sale,Semi equipped,17.0,,0,0,0,Good,2.0,207.0,1930.0
20669393,house,house,9600,Ronse,299000,5.0,164.0,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20669393,For sale,,,,0,0,0,Good,2.0,533.0,1949.0
20675625,house,house,4102,OUGRГ‰E,199000,2.0,77.0,https://www.immoweb.be/en/classified/house/for-sale/ougree/4102/20675625,For sale,Semi equipped,6.0,,0,0,0,Good,3.0,88.0,
20668471,apartment,ground-floor,1310,La Hulpe,1838000,2.0,260.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/la-hulpe/1310/20668471,For sale,Hyper equipped,43.0,57.0,0,0,0,New,,,2025.0
20668475,apartment,ground-floor,1310,La Hulpe,1985000,3.0,288.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/la-hulpe/1310/20668475,For sale,Hyper equipped,71.0,,0,0,0,New,,,2025.0
20668466,apartment,ground-floor,1310,La Hulpe,1985000,3.0,322.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/la-hulpe/1310/20668466,For sale,Hyper equipped,56.0,,0,0,0,New,,,2025.0
20668468,apartment,apartment,1310,La Hulpe,1875000,3.0,260.0,https://www.immoweb.be/en/classified/apartment/for-sale/la-hulpe/1310/20668468,For sale,Hyper equipped,34.0,,0,0,0,New,3.0,,2025.0
20668474,apartment,apartment,1310,La Hulpe,2035000,3.0,293.0,https://www.immoweb.be/en/classified/apartment/for-sale/la-hulpe/1310/20668474,For sale,Hyper equipped,41.0,,0,0,0,New,,,2025.0
20668469,apartment,ground-floor,1310,La Hulpe,1840000,3.0,255.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/la-hulpe/1310/20668469,For sale,Hyper equipped,62.0,,0,0,0,New,3.0,,2025.0
20666922,apartment,apartment,9000,Gent,390000,3.0,96.0,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20666922,For sale,Hyper equipped,29.0,,0,0,0,New,2.0,,2026.0
20666919,apartment,apartment,9000,Gent,360000,3.0,104.0,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20666919,For sale,Hyper equipped,14.0,,0,0,0,New,2.0,,2026.0
20664286,apartment,apartment,9000,Gent,270000,1.0,,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20664286,For sale,,,,0,0,0,New,,,2025.0
20666918,apartment,ground-floor,9000,Gent,235000,1.0,57.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/20666918,For sale,Hyper equipped,10.0,,0,0,0,New,2.0,,2026.0
20666921,apartment,ground-floor,9000,Gent,260000,1.0,76.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/20666921,For sale,Hyper equipped,12.0,,0,0,0,New,2.0,,2026.0
20664219,apartment,apartment,9000,Gent,265000,1.0,,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20664219,For sale,,,,0,0,0,New,,,2025.0
20666924,apartment,apartment,9000,Gent,340000,2.0,85.0,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20666924,For sale,Hyper equipped,12.0,,0,0,0,New,2.0,,2026.0
20666920,apartment,ground-floor,9000,Gent,280000,2.0,76.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/20666920,For sale,Hyper equipped,12.0,,0,0,0,New,2.0,,2026.0
20664858,apartment,apartment,9000,Gent,262500,1.0,,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20664858,For sale,,,,0,0,0,New,,,2025.0
20664809,apartment,apartment,9000,Gent,650000,1.0,,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20664809,For sale,,,,0,0,0,New,,,2025.0
20664894,apartment,apartment,9000,Gent,252500,1.0,,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20664894,For sale,,,,0,0,0,New,,,2025.0
20666939,apartment,apartment,9051,Gent Sint-Denijs-Westrem,340000,2.0,85.0,https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-denijs-westrem/9051/20666939,For sale,Hyper equipped,12.0,,0,0,0,New,2.0,,2026.0
20666938,apartment,apartment,9051,Gent Sint-Denijs-Westrem,360000,3.0,104.0,https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-denijs-westrem/9051/20666938,For sale,Hyper equipped,14.0,,0,0,0,New,2.0,,2026.0
20666935,apartment,ground-floor,9051,Gent Sint-Denijs-Westrem,280000,2.0,76.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent-sint-denijs-westrem/9051/20666935,For sale,Hyper equipped,12.0,,0,0,0,New,2.0,,2026.0
20664820,apartment,apartment,9000,Gent,247500,1.0,,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20664820,For sale,,,,0,0,0,New,,,2025.0
20666936,apartment,apartment,9051,Gent Sint-Denijs-Westrem,390000,3.0,96.0,https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-denijs-westrem/9051/20666936,For sale,Hyper equipped,29.0,,0,0,0,New,2.0,,2026.0
20664872,apartment,apartment,9000,Gent,255000,1.0,,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20664872,For sale,,,,0,0,0,New,,,2025.0
20666925,apartment,ground-floor,9051,Gent Sint-Denijs-Westrem,260000,1.0,76.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent-sint-denijs-westrem/9051/20666925,For sale,Hyper equipped,12.0,,0,0,0,New,2.0,,2026.0
20666937,apartment,ground-floor,9051,Gent Sint-Denijs-Westrem,235000,1.0,57.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent-sint-denijs-westrem/9051/20666937,For sale,Hyper equipped,10.0,,0,0,0,New,2.0,,2026.0
20649050,house,mansion,3150,HAACHT,675000,6.0,349.0,https://www.immoweb.be/en/classified/mansion/for-sale/haacht/3150/20649050,For sale,Semi equipped,,,0,0,0,To renovate,4.0,2225.0,1918.0
20672261,apartment,apartment,1050,Ixelles,345000,2.0,82.0,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20672261,For sale,Hyper equipped,10.0,,0,0,0,Just renovated,2.0,,1950.0
20661190,apartment,apartment,8301,Heist-aan-Zee,649000,3.0,117.0,https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20661190,For sale,Installed,10.0,,0,0,0,Good,2.0,,2005.0
20673720,house,house,4040,Herstal,175000,3.0,87.0,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20673720,For sale,Not installed,10.0,,0,0,0,As new,2.0,72.0,1950.0
20669315,apartment,apartment,9160,LOKEREN,222000,2.0,62.0,https://www.immoweb.be/en/classified/apartment/for-sale/lokeren/9160/20669315,For sale,Installed,3.0,,0,0,0,Good,2.0,,1998.0
20668627,house,villa,1301,BIERGES,1145000,5.0,400.0,https://www.immoweb.be/en/classified/villa/for-sale/bierges/1301/20668627,For sale,Hyper equipped,20.0,1960.0,0,1,0,Good,4.0,2120.0,
20666798,house,bungalow,4458,Juprelle Fexhe-Slins,399000,5.0,170.0,https://www.immoweb.be/en/classified/bungalow/for-sale/juprelle-fexhe-slins/4458/20666798,For sale,Installed,99.0,1775.0,0,0,0,To be done up,4.0,2318.0,1969.0
20666822,apartment,apartment-block,4000,LiГЁge,219000,5.0,172.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/20666822,For sale,Semi equipped,17.0,60.0,0,0,0,To be done up,2.0,194.0,1920.0
20666640,apartment,apartment,9080,Lochristi,339000,2.0,120.0,https://www.immoweb.be/en/classified/apartment/for-sale/lochristi/9080/20666640,For sale,,,,0,0,0,Good,,,2003.0
20667218,apartment,apartment,2170,Merksem,245000,2.0,89.0,https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20667218,For sale,,2.0,,0,0,0,Good,,,2007.0
20675421,house,villa,1640,Rhode-Saint-GenГЁse,1000000,5.0,420.0,https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/20675421,For sale,Hyper equipped,80.0,4300.0,0,0,0,Good,4.0,4677.0,1975.0
20666652,apartment,apartment,9800,Deinze,285000,1.0,83.0,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20666652,For sale,,4.0,,0,0,0,Good,,,2020.0
20672254,apartment,apartment,1050,Ixelles,349000,2.0,84.0,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20672254,For sale,Hyper equipped,10.0,,0,0,0,Just renovated,2.0,,1950.0
20675407,house,villa,1420,Braine-l'Alleud,1000000,5.0,420.0,https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/20675407,For sale,Hyper equipped,80.0,4300.0,0,0,0,Good,4.0,4677.0,1975.0
20672169,apartment,penthouse,9190,STEKENE,289000,2.0,86.0,https://www.immoweb.be/en/classified/penthouse/for-sale/stekene/9190/20672169,For sale,Installed,3.0,,0,0,0,Good,3.0,,2020.0
20674377,house,house,9180,Moerbeke-Waas,925000,3.0,189.0,https://www.immoweb.be/en/classified/house/for-sale/moerbeke-waas/9180/20674377,For sale,Installed,,1120.0,0,0,0,Good,4.0,2761.0,1991.0
20674798,house,house,9810,EKE,580000,4.0,195.0,https://www.immoweb.be/en/classified/house/for-sale/eke/9810/20674798,For sale,Hyper equipped,15.0,,0,0,0,As new,3.0,337.0,2012.0
20675048,apartment,apartment,2500,LIER,389000,3.0,170.0,https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/20675048,For sale,Installed,13.0,,0,0,0,As new,2.0,,2004.0
20673473,house,house,9500,GERAARDSBERGEN,299000,3.0,229.0,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20673473,For sale,Semi equipped,,,0,0,0,To renovate,,835.0,1964.0
20674378,house,house,9185,Wachtebeke,925000,3.0,189.0,https://www.immoweb.be/en/classified/house/for-sale/wachtebeke/9185/20674378,For sale,Installed,,1120.0,0,0,0,Good,4.0,2761.0,1991.0
20673515,house,mixed-use-building,9500,GERAARDSBERGEN,299000,3.0,229.0,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9500/20673515,For sale,Semi equipped,,,0,0,0,To renovate,,835.0,1964.0
20674326,house,house,3321,OUTGAARDEN,365000,3.0,224.0,https://www.immoweb.be/en/classified/house/for-sale/outgaarden/3321/20674326,For sale,,,194.0,0,0,0,As new,3.0,442.0,1957.0
20675808,house,mixed-use-building,9000,GENT,320000,4.0,170.0,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/gent/9000/20675808,For sale,Hyper equipped,,,0,0,0,As new,2.0,45.0,1874.0
20674625,apartment,apartment,8400,Oostende,635000,2.0,80.0,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20674625,For sale,,11.0,,0,0,0,Good,,,2021.0
20663266,house,villa,2400,MOL,491322,3.0,202.0,https://www.immoweb.be/en/classified/villa/for-sale/mol/2400/20663266,For sale,Installed,,,0,0,0,New,3.0,452.0,2023.0
20663270,house,villa,2400,MOL,486500,3.0,186.0,https://www.immoweb.be/en/classified/villa/for-sale/mol/2400/20663270,For sale,Installed,,,0,0,0,New,3.0,654.0,2023.0
20663252,house,villa,2400,MOL,483500,3.0,202.0,https://www.immoweb.be/en/classified/villa/for-sale/mol/2400/20663252,For sale,Installed,,,0,0,0,New,3.0,776.0,2023.0
20663268,house,villa,2400,MOL,523500,4.0,241.0,https://www.immoweb.be/en/classified/villa/for-sale/mol/2400/20663268,For sale,Installed,,,0,0,0,New,3.0,783.0,2023.0
20663269,house,villa,2400,MOL,523500,4.0,241.0,https://www.immoweb.be/en/classified/villa/for-sale/mol/2400/20663269,For sale,Installed,,,0,0,0,New,3.0,748.0,2023.0
20672705,apartment,apartment,8450,Bredene,289000,1.0,71.0,https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20672705,For sale,,22.0,,0,0,0,Good,,,2012.0
20664558,apartment,apartment,1390,GREZ-DOICEAU,290000,2.0,73.0,https://www.immoweb.be/en/classified/apartment/for-sale/grez-doiceau/1390/20664558,For sale,Installed,,,0,0,0,Good,2.0,,1949.0
20663671,apartment,apartment,1000,Brussel,410000,3.0,125.0,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20663671,For sale,Hyper equipped,,,0,0,0,New,4.0,,
20664513,house,house,2640,MORTSEL,489000,3.0,158.0,https://www.immoweb.be/en/classified/house/for-sale/mortsel/2640/20664513,For sale,Installed,9.0,36.0,0,0,0,New,2.0,,2027.0
20664503,house,house,2640,MORTSEL,495000,3.0,158.0,https://www.immoweb.be/en/classified/house/for-sale/mortsel/2640/20664503,For sale,Installed,9.0,36.0,0,0,0,New,2.0,,2027.0
